Serial No.,College Name,Scholarship Info
209,AMC Engineering College - [AMC],Year wise fee is only foutrty thousand only and iam paying twenty five thousand and the tution fee is ten thousand rupees only registation fee is 600 rupes admissions fee is thousand rupees only for st and sc there is no fee
210,Aditya Engineering College - [AEC],Yearly 140000 for management student and other departments like cse they should pay nearly 200000 and other departments like EEE they should pay 100000 and scholarships also their they should pay less fees the government will pay for them Books fees depends on the books
210,Aditya Engineering College - [AEC],My yearly tution fee is 38000 and the transport fees is 24000.i didn't received any type of scholarship and the fee structure of my batch mates is same as my fees all my fees .so the overall fee structure is about 60000 per annum
210,Aditya Engineering College - [AEC],"My hostel fee is 1,00,000 and the campus recruitment training fee is 7500 . Im not ac hostel so the cost is 1 lakh. Our semester exam fee is 720. There are no scholarships in my region there is lab fees"
210,Aditya Engineering College - [AEC],The detailed fee structure of aditya college of engineering and technology includes ... Campus recruitment training fees of rs.7500 per semester and bus fees as 22500 per year...also tuition fee includes rs. 19000 per semester..and compulsory charges for exam fees are 720 per semesters under obc caste
210,Aditya Engineering College - [AEC],"The fee per year is 56,210/- for Cse. And it varies for other courses. And maximum courses have fee above 50,000/- per year.if you get required rank in the eapcet exam and if you opted this college in councilling then you can get the fee from the government."
211,Maharaja Agrasen Institute of Technology - [MAIT],"First year : 186000 ( including the fees of university and counselling ) Rest years : 160500 There is no security fees. The only amount to be paid is tution fees. First year fees is high because of admission rest years is same, 160500. My batchmates also pay same fees."
211,Maharaja Agrasen Institute of Technology - [MAIT],"Our yearly fees is low as compared to other colleges but you have to pay fees of whole year at once means of sem 1 and sem 2 you have to pay fees together . As I am in 1st year my fees was 186000 but it will decrease after 2nd year To 160-165 because some charges like security deposit and other will not apply from the next year. Yes there are few scholarships for OBC, ST and SC students but I don't know much about it since I am a general but you can gain private and other govt scholarships for this college very easily. IPU have its brand value you can easily avail education loan if you want to"
211,Maharaja Agrasen Institute of Technology - [MAIT],the yearly fee fory college is 186000 and there is no concession for sc students. currently the only available financial assitance comes from government funded scholarships. also note these are subjected to increase specific details for future hike isnt provided
211,Maharaja Agrasen Institute of Technology - [MAIT],"The College fees is around 1.86 lpa. It consists of all registration and all over tution fees consisting lab, development, and other compulsary charges. This fees is for general category. There is no specefic scholarship for General category student."
211,Maharaja Agrasen Institute of Technology - [MAIT],"My fee structure was like around 1,33,200 /- but for upcoming freshers it get increased and for first time I had to give 10,000 more for security and book bank purpose but that was totally refundable."
212,Maharaja Surajmal Institute of Technology - [MSIT],"Year Wise fees ~ 1,30,000 to 1,40,000 Tuition Fees ~ 1,17,000 Student Activity Fee ~ 1000 University Share ~ 15000 Group Insurance ~ 100 Placement Fee(only 3rd year) ~ 3000 The fee does increase every year for Btech courses"
212,Maharaja Surajmal Institute of Technology - [MSIT],"This college has all the things u want low fee, average placement,decent teacher,decent societies, msit has more than 20 societies including extra caricullar like football basketball and has average coding culture. The students of this clg in cse brach has rank 50k for outside delhi and 1 lakh for inside delhi.itbhas several scholarship also in clg but mainly for reservation studnets"
212,Maharaja Surajmal Institute of Technology - [MSIT],"The fee structure is a bit complex as in first year you will have to give around 164000 at a time for 2 semester and then 150000 per year for rest of the duration, college also provide some scholarship which includes 0 fee for sc st Student and for ews and obc candidate it provides scholarship through ONGC scholarship which covers almost 50% of the total tution fee ,there is also a merit cum scholarship which will give around 80-90k ,you will have to maintain 8 cgpa"
212,Maharaja Surajmal Institute of Technology - [MSIT],Tution fee 139500 University charges rs 20000 aluminite contribution fund 2000 group insurance 100 s ecurity money 10000 total people 171600 Their is 25000 increase on fees every year After one month of addmission they are taking 3500 as examination fees I applied for PWD seat so no discount on fees
212,Maharaja Surajmal Institute of Technology - [MSIT],The fee structure is 6 Lakhs for four years and each year 1 lakh.Management quota fees is 3 lakhs per year.MSIT student scholarship is there..again it is based on merit and performance. Now lab fees everything is included in college fees.
213,Panimalar Engineering College,For management quota Course fees : 150000 For government quota Course fees :125000 For bus and mess: 50000 approximately. Scholarships are provided according to the students category and parents income .
213,Panimalar Engineering College,"if you are a day scholar, opted for this college through councelling the these fee structure given below: Tuition fee - 55000 Training and development fee - 20000 Transport, lunch, breakfast and snacks - 50000 a total amount of 125000"
213,Panimalar Engineering College,"Annual fees for general students are around Rs.1,00,000 while SC/ST students pay approximately Rs. 55,000. Fees increase yearly by 5-10%. Scholarships include merit-cum-means and government aid awards upto Rs 50,000."
213,Panimalar Engineering College,"The fee structure is 1.5 lakhs a year. And there is 7.5 reservation for government school students, and also offers 30 thousand off for first graduates. The tution fees is 1 lakhs, the mess and travel fees is 50 thousand. There was no any other extra fees for me."
213,Panimalar Engineering College,"Tuition fees are bearable for both counseling and management students. I have gone through counseling and hence my total fees was around 1.25 lakhs per year which includes tuition fees, transport, mess(breakfast, snacks,lunch),where transport and mess is compulsory . I worked as an Intern in Cognizant got offer through my campus placement and received a stipend od around 12k for 6 months."
214,MATS University,"Year wise the fees of microbiology (bsc) is 60,000- 65000. the college has right amount of fees as compared to other colleges. They also focus in better learning and guidance of the child. i think mats is nice."
214,MATS University,The course I am assigned to is msc chemistry and it is pretty expensive it's 60000 for the whole course I didn't get any scholarship I don't have much information on Financial assistance in our college probably because it doesn't exist Your college doesn't provide job/ campus selection opportunities
214,MATS University,"The fees at policies are a little expensive. And the scholarship was provided on the basis of 10 and 12 marks. And the fee structure is submitted on the basis of installment the number of installments is 4 i.e., 15000 per installment."
214,MATS University,For the b.com(h) you have to 40000 per year and you got more than 60%in 12 the standard then you are also eligible foa r 10% discounonin college fees which is 4000 and you can also apply for the scholarship every year between December to January
214,MATS University,"The fee is 60,000 per semester. There is no scholarship based upon marks at mats. The only criteria are if your sibling was a part of mats earlier 10% is deducted at the time of admission and not thereafter."
215,Suresh Gyan Vihar University - [SGVU],No data found
216,Ponnaiyah Ramajayam Institute of Science and Technology University - [PRIST University],This university offers scholarships to meritious students. Prist university scolership are offer to students in the form to freeships.prist university offers a tution fees waiver which may very from 50% to 100% to students besd on the condition to their family. The prist university B tech the college offers ph.D at the doctoral leval.financial assistance for attending national and international Conference and faculty. Development programs 1 academic leave up to 10 day may be.
216,Ponnaiyah Ramajayam Institute of Science and Technology University - [PRIST University],"yearly fees of 1 lakh is required to study here. there are also scholarships available for excellent students. contacting the university or the campus officials or through their site, you can find this information."
216,Ponnaiyah Ramajayam Institute of Science and Technology University - [PRIST University],"My fees will be affordable for lower-income families. But they didn't give any scholarships for hostels, importantly In covid time they need not consider anything they want only fees. There will be no campus placement provided."
216,Ponnaiyah Ramajayam Institute of Science and Technology University - [PRIST University],"In my college, very low fees are payable compared to other Pvt colleges. In My college, you can only pay at Demand Draft. Some scholarships can be affordable for low-cast people and merit list people. When you can spend an internship in college they will provide you a stipend. Internship will be conducted for 1 year once you can join it."
216,Ponnaiyah Ramajayam Institute of Science and Technology University - [PRIST University],"Fees are the main problem here it was 1lacs for one semester 1 year 2 lakhs. In this college, there is no scholarship no financial assistance, and no stipend. Now, on this day they will reduce the fees by 80k only for one semester."
217,Invertis University,Invertis University believes in encouraging scholars by providing them with various scholarship schemes. Invertis University is awarded as the best Management University of Uttar Pradesh. Scholarships provided by Invertis University offer financial assistance to meritorious and deserving students thereby encouraging them to strive hard for excellence.
217,Invertis University,Various scholarships offered by Invertis University are as follows:
217,Invertis University,Check More : Invertis University Admission 2023
217,Invertis University,Table of Content
217,Invertis University,"Invertis University offers Merit-Based Scholarships to students seeking admission to Undergraduate, Post-Graduate and Diploma programs at Invertis University. Invertis University believes in encouraging academically brilliant students by giving them scholarships on the basis of their academic performances."
218,Acropolis Institute of Technology & Research - [AITR],"Acropolis believes in rewarding the hard work and excellence achieved by meritorious students in their academic and sports endeavors. Acropolis Institute of Technology and Research offers scholarships to encourage the talents of students, thereby strengthening the roots of future generation. As part of this ongoing initiative, in 2018 more than INR 20,00,000 of Scholarships have been awarded to students on need or merit basis. Various scholarship schemes of Government, Universities and private institutions are also available from time to time and granted to eligible students."
218,Acropolis Institute of Technology & Research - [AITR],"The year wise fees of our course is 65000, including tuition fees, registration fee, caution fee, lab fees and uniform fee and other also. There is a scholarship provided on the basis of higher secondary education percentage that is as such, above 70% we get /-2500 off, above 75% we get /-5000 off and above 80% we get /- 10000 off from the tuition fees."
218,Acropolis Institute of Technology & Research - [AITR],My collage fees structure is 400000rs in 4 years and every year fees is decreased and every year my collage fees is 1lpa upto and I am belong to obc category and received 27k scholarship every year from government.
218,Acropolis Institute of Technology & Research - [AITR],Year wise fees we pay is 100000 for 1st year and for 2 nd year and 3rd year our fees was 89000 final year our fees is 100000. I take obc scholarship 28000 it is given by mp govt my friend of general do not get scholarship from mp govt but they get from college for good attendance and percentage
218,Acropolis Institute of Technology & Research - [AITR],"I will pay a semester wise fees of every semester 65000 I will pay I have send admission fees is 65000 and bus free alag more I am from general castle there is no scholarship I have get batchmate fees is also 1,30,000 year"
219,Quantum University,"The Year wise fee I have is approximately ?80,000 per Year. This can be slightly high or low as different semester has slight different fee structure. Currently I'm in 9th Semester and fee breakdown fown for this semester is 1. Tuition Fee: ?30,500 2. Academic Services Fee: ?9,250 3. Exam Fee: ?2,500 4. Makeup Test Fee: ?500 (This fees was collected as I have missed my Mid term examination for one Subject) This also also have a discount for students who holds a domicile in Uttrakhand. In first year at the time of addmission the college takes a Q Care test for which it gives a scholarship of ?10000 at the time of Addmission. Along with that the college also takes another ?6500 for dress."
219,Quantum University,ACADEMIC FEES PER YEAR- 125000/- APPROX HOSTEL FEES PER YEAR- 90000/- APPROX THERE ARE MANY SO SCHOLARSHIPS WHICH ARE PROVIDED BY COLLEGE LIKE COLLEGE CONDUCT A EXAM CALLED ENTRANCE TEST NAMED AS Q-CARE. Q CARE PROVIDES RELAXATION ON FEES AT DIFFRENT DIFFRENT STAGES. MANY SCHOLARSHIP ARE ALSO WHICH ARE PROVIDED BY CENTRAL AND STATE GOVERMENT.
219,Quantum University,The year wise fees was : Security: 3000 first year only admission fee: 3000 first year only tution fees: 43500 first year 43000 second and third year academic services: 5000 first year 8000 second year 10000 third year books : 4000 first year only exam fee: 4500 first year 5000 second and third year uniform fee : 6000 first year only Hostel security : 3000 Hostel fee: 74000 first year 76000 second year 78000 third year total fee : 146000 first year 132000 second year 136000 third year Scholarships for Uttarakhand Domicile Students
219,Quantum University,The year wise fees that we are required to pay is 39000 per semester i. e 78000 per year but in first semester we need to pay 8000 extra for uniform . And the in last year i. e in 5th and 6th sem we need to pay 40000 per semester. This pay structure is for outside uttrakhand domicile. Those having uttrakhand domicile certificate gets a discount of 1500 every semester. We can apply scholarship on the basis of 12th percentage or the university's own scholarship test that is Qcare test.
219,Quantum University,"Ok so the year wise course fee for btech for the academic year 2024-2028 is Rs. 1,39,000 Hostel fee for AC is 110000 and for Non AC 90000 Scholarship value isn't like fixed it changes year to year but yeah it does provide a pretty helpful amount in pursuing studies. Scholarship depends both upon your 12th marks and a Q-CARE examination which is the personal scholarship exam conducted by the university (Online)."
220,SAGE University,"SAGE University offers a wide range of merit scholarships to deserving and talented school leavers. Apart from the academics, SAGE Indore merit scholarships recognize those with strong leadership qualities & high achievements in sports both at state & national levels."
220,SAGE University,Note(s):
220,SAGE University,This is a merit-based scholarship applicable to students who have secured top three positions in 12th standard in their respective boards (CBSE/ ISC/ State Boards). The scholarships are awarded depending upon the score secured in the examination.
220,SAGE University,For Board Toppers
220,SAGE University,
221,Model Institute of Engineering and Technology - [MIET],The fees structure of MIET is 1lac 65hundred only and it includes uniform charges library charges and tution fees. For the students who take admission through JKBOPEE with TWF they get scholarship and their fees is 30 thousand only.
221,Model Institute of Engineering and Technology - [MIET],"My fee for first year was 69,500 but we have to pay a registration fee after the first semester ends and that fee is 5000. Next is transportation 20000 per year Next we have a NEPTEL course for which we pay 1500 once a year. Sometimes we have events such as ted talks and it's your choice to be an audience in that so you have to pay 500 for that. Now I'm in second year of bba hons and my fee has increased to 72000."
221,Model Institute of Engineering and Technology - [MIET],"Since you are asking about the college fees ( Model institute of engineering and technology ), I will break down the general fee structure Year wise fee structure fir B.Tech program. 1) First year Tution fees 80000 -100000 Caution fees : 5000 (refundable) Registration / Admission fees : 5000 - 10000 (non-refundable). Development fees: 10000 Lab fees :5000"
221,Model Institute of Engineering and Technology - [MIET],The yearly fee is 96500. The total fee for the whole course is 386000. There is no scholarship for any category of students. Registration fee is 25000. And tuition fee is 60000. And other charges are11500.
221,Model Institute of Engineering and Technology - [MIET],"Yes, there are scholarships for students who have scored more than 85 percent in 12th. I am not sure about the amount but i guess it was around 10,000. The main problem most students are facing is the tuition fee, according to them the fee is a little too much."
222,RVR and JC College of Engineering,"Fees :69,400 Exam fee per semester :2000 For 4 years it will be approximately 270000 Hostel fee per year :45000 Caution deposit :5000 After 4 years caution deposit will be given to you. There will be scolarships."
222,RVR and JC College of Engineering,"When I joined the college the fee structure was 69000/ per year. Later, i think it has been increased. College would provide yearly merit scholarships and also has option of fee reimbursement from government."
222,RVR and JC College of Engineering,The year fees i paid 80000/- and i got seat through apeamcet a part from that 50% of the fee has been paid by the government and the remaining amount of the fees paid by us and for the accommodation 70000/- I was paid per year and finally for the course completion certificates college charged 3000/- there is no any fees change for my batchmates and me they are also paying same college fees and same hostel fees as me during that I got 10000/- of scholarship from the government
222,RVR and JC College of Engineering,"The college fee for the CSE student is 69400 is full reambusment from the government .this applicable for only the students who are eligible for the full fee reambusment , remaining students have to pay the fee .and they are no employment in college for the students .the best part is we can get some many scholarships opportunities."
222,RVR and JC College of Engineering,"Tution fee is fixed by government only, student has to pay when government releases fee reiembersment to their accounts, For each semester examination fee of around 2000 has to be paid thats it, scholarships are available for those who are economically backward and intelligent student."
223,Rabindranath Tagore University - [RNTU],"The Rabindranath Tagore University (RNTU) formerly known as AISECT University, has announced the Shiksha Mitra Scholarship Scheme for the 2020 academic session. The scholarship scheme worth 50 Lakhs is applicable to both undergraduate and postgraduate courses."
223,Rabindranath Tagore University - [RNTU],The Shiksha Mitra Scholarship Scheme is given to the students as the fee waiver based on the marks obtained by them in 12th standard board results. The scholarship scheme was launched in 2011 and is the largest university-aided Scholarship Program in the state of Madhya Pradesh.
223,Rabindranath Tagore University - [RNTU],"To know more about the scholarship scheme, Click Here"
223,Rabindranath Tagore University - [RNTU],Below mentioned table shows the detailed marking notations of the Shiksha Mitra Scholarship Scheme 2021:
223,Rabindranath Tagore University - [RNTU],Note: The scholarship scheme is not applicable for the below-mentioned courses:
224,Sister Nivedita University - [SNU],"Sister Nivedita University offers various scholarship opportunities to boost students on academics grounds by offering them financial assistance. Moreover, the university provides special financial help to meritorious students belonging to the weaker sections of society. Sister Nivedita University Scholarships focuses on encouraging merit scholars and opening doors for students who need financial help to achieve their desires and goals."
224,Sister Nivedita University - [SNU],The following Scholarship Schemes are offered by Sister Nivedita University for the students admitted to UG/PG courses provided by the University:
224,Sister Nivedita University - [SNU],Check More: Sister Nivedita University Courses & Fees
224,Sister Nivedita University - [SNU],Table of Content
224,Sister Nivedita University - [SNU],Sister Nivedita University Merit Scholarship extends scholarships to students who have achieved great academic scores in the 10th/12th and Graduation Examinations. The University provides scholarships to meritorious students at both Undergraduate and Postgraduate levels. Detailed information about Sister Nivedita University Merit Scholarship is as follows:
225,CMJ University,In CMJ you need to pay 70000 per year for MCA. Study cost is good but every student can't be offered this so here you will get scholarship programs and if you have good marks then you will get a scholarship.
225,CMJ University,This college helps the student to issue an education loan from the bank. I took an education loan to study in this college. Many scholarships also being offered by this institute. Most of them are government based scholarships only the meritorious students can get them.
225,CMJ University,"The university helps meritorious and exceptionally talented students get scholarships from all the North Eastern governments. Fortunately, through my performance in the 1st semester, I was granted one such scholarship. The university also provides help for students in applying for loan from PSU banks."
225,CMJ University,Schlorships were provided on the ground of academics and to weaker sections. In the first semester only students applied for the schlorships and according to their marks in entrance test they got aid.
225,CMJ University,"Scholarship opportunities are provided by the concerned authorities of government. The scholarships are provided to the meritorious students belonging to backward caste and category such as schedule caste, schedule tribe or other backward caste."
226,Mangalayatan University - [MU],"MU offers various scholarships and fee concessions to meritorious students, some minority communities, wards of freedom fighters, armed and paramilitary forces, blood relations of employees of the university, sisters and brothers of the existing students and differently abled students to encourage and help students to pursue higher education in the university. The scholarships and fee concessions offered to the students by Mangalayatan University in the academic year 2022-23, are given below:"
226,Mangalayatan University - [MU],"These scholarships are awarded to students based on their merit in the qualifying examinations. This scholarship is granted on Course Fee excluding other expenses and Examination fee. To avail the benefits of merit scholarship throughout the course, a student has to pass his/her examination (First year onward) without any carry over (Back Paper)."
226,Mangalayatan University - [MU],"25% concession on course fee is allowed to women candidates, throughout the program duration, seeking admission in Mangalayatan University."
226,Mangalayatan University - [MU],"25% concession on course fee is allowed to son/daughter or grandson/granddaughter of freedom fighters, son/daughter of Armed forces/Para-Military forces/Police Force personnel. This fee concession shall continue throughout the program."
226,Mangalayatan University - [MU],"20% fee concession on course fee is allowed to the children from Muslim, Christian, Sikh, Parsi and Buddhist communities. This fee concession shall continue throughout the program."
227,Navrachana University - [NUV],"Navrachna University focuses on providing students from all soco-economical statuses with quality education. In order to prevent any obstacles in the education process, the university has put in place several scholarship schemes that can be availed by students who meet the eligibility criteria and requirements for the said scholarships. The scholarships are meant to financially assist students who are unable to fully pay their tuition fee."
227,Navrachana University - [NUV],"The scholarships include assitance from University through Merit cum Means scholarship for various courses, government scholarships and educational loans. The details for the said scholarships are as mentioned below."
227,Navrachana University - [NUV],Navrachana University (NUV) offers Merit-cum-Means Scholarships to students taking admission on the basis of their scholastic record and requirement for financial assistance. The scholarships are only available for those students whose parents’ income does not exceed INR 6 LPA.  The merit-based scholarships are awarded on a competitive and on first cum first serve basis.
227,Navrachana University - [NUV],"There are a total of 25 scholarships for students taking admission to BBA/BBA-LLB/BA-Journalism and Mass Communication courses. In order to avail this scholarship, the student should have scored 70% or above in their XII Board examinations."
227,Navrachana University - [NUV],A total of 8 Scholarships are available to newly admitted studentsto any engineering program who are within the 1-8000 ACPC Merit Rank. Interested candidates must visit the campus with filled in admissions forms and parents’ IT returns (2017-18 and 2018-19) at the time of seeking admission.
228,Amity University,"Amity University Patna offers India’s largest scholarship programs, offering scholarships of up to 100%. Amity University Patna believes in uplifting hard-working and brilliant students who bear excellent academic records. In this regard, it has launched various scholarship schemes for students enrolled in different academic programs. The scholarships are offered to the first-year students, who can also avail of the scholarship in subsequent years based on certain criteria laid down by the university. Students must apply for Amity Patna Scholarships before October 31, 2024."
228,Amity University,"Amity University Patna Scholarships are based on scores of class 12, or CUET and JEE Main scores for UG programs. Its PG scholarships are distributed on the basis of graduation percentage and CAT / MAT / GMAT scores. In addition, its other scholarships include Sports Scholarship and Martyr’s Scholarship. Amity Patna also offers 10% concession to its alumni, provided they do not have a gap of more than 2 years."
228,Amity University,Note:
228,Amity University,A list of Amity University Patna Scholarships are given below.
228,Amity University,Check More: Amity University Patna Courses & Fees
229,GLS University,I was supposed to pay 28000 per semester as fees which makes it 56000 per year. This includes tution fees and admission fees. The fees will remain same for the complete duration of the course. About the scholarship scheme I was told that it will be offered after the end of the semester depending upon your scores
229,GLS University,"I studied BCA in 2020 to 2023 then my fees was 29500 and that is increased right now 63000 ,and registration fees is 200 it will online process ,and if you are sc obc category so you will get scholarship from gov .."
229,GLS University,"I don't know about the scholarship of my college but fee structure is very simple. You have to pay the college fees per semester and I can't be through cheque or online payment. You get a particular deadline on which you have to pay the fees, or else penalty charge is added to fees, which is around 250 rs a day for delay."
229,GLS University,"The fees total I have to pay is Rs.55,000 for the one semester and total I have to pay Rs.1,10,000 for both semesters. The college does give fee exemptions for low caste people and people who can afford and have good scores in their 12th grade. There were deposit fees I had to pay to confirm admission to the college. They do include computer lab and other activities which are going on in college. There is a certain cutoff they need for admission."
229,GLS University,The yearly fees is 43000 Tuition fees is 20000 I dont know about caution fees Registration fees was 10000 The batchmates who are ST got there full fees back by just applying in scholarship Provide 12 to 20000 per year for meritorious students from low income families
230,Karnavati University - [KU],"Karnavati University has released merit scholarships to unlock various opportunities for students who have excellent academic records. Karnavati University offers these scholarships to Computer science, Liberal Arts, Mass Communication and Law students preparing them for future endeavors. Further, Karnavati University bid up to 100% scholarship to the top 20 deserving students with the best KUAT score."
230,Karnavati University - [KU],Karnavati University provides merit scholarships for the following courses.
230,Karnavati University - [KU],Check More: Karnavati University Admission 2023
230,Karnavati University - [KU],Table of Content
230,Karnavati University - [KU],"Karnavati University Unitedworld School of Computational Intelligence offers merit scholarships for B.Sc (Hons.) in specializations such as Computer Science, Data Science, Artificial Science and Machine Learning and Forensic Science. In addition to this, it also offers scholarships for the Integrated BS-MS programme."
231,Noida Institute of Engineering and Technology - [NIET],"annual fee for btech is 1,18,40 as tution fee.. but you have to pay 1,79,400 rupees in totat as it includes admission fees,lab fees , 5000 secuirity money etc there is no scholarships other than tution fee wavier you can get up government scholarship if you have up domicile and have family income less than 2,00,00"
231,Noida Institute of Engineering and Technology - [NIET],"I'm a student of Noida institute of engineering and technology ,greater Noida (NIET) and pursing b.tech in electronics and communication 1st year. I took direct admission into the college after completing my class 12th. average fees is one lakh seventy nine thousand for 1st year and 1,55,000 from 2nd year onwards. The registration fee is 7500 and the lab fees and other compulsory charges are included in the fees. The fee overall is similar for all courses like for computer science it is a little more like a 10000 more than electronics and communication, what I am pursing ."
231,Noida Institute of Engineering and Technology - [NIET],"The yearly fees for a each category student is ?1,74,100 + ?5000 security money which is refundable . Within which tution fees is 1,18,400. And internal and external exam fees is ?4000 and ?7500 respectively. For UP students there is UP government scholarship scheme through which a general category student get scholarship of ?50 to 60k and other categories get up to 60 to 70k."
231,Noida Institute of Engineering and Technology - [NIET],The yearwise fee is following: First year fee is 1 lakh 60 thousand and from second year onwards the fee is 1 lakh 17 thousand. The fee from second year to fourth is same. The schoolarship is given by the Uttar Pradesh government for the criteria is you have 65% aggreates and you Uttar Pradesh Domicile. The schoolarship amount varies category wise.
231,Noida Institute of Engineering and Technology - [NIET],Iam a first year student you call me fresher yes I paid 179000 ( one lakh seventy nine thousand ) for this course btech and iam doing computer science.. and ya my batchmates paid the same amount of money.. iam belonging from Uttar Pradesh.. so up govt gives scholarship those students who entered the college through counselling and his domicile also from Uttar then he get a scholarship
232,ABES Engineering College,My college charges the academic study with 140000 per year and then after that my hostel costs 180000 and I've no scholarships. Like I'm in general category toh I've to pay the original fees but some of my friends belongs to different cast so he pays 70000 yearly fees.
232,ABES Engineering College,The year wise fees you will be paying may decrease as my 1st year fee was 133000 plus 7500 something for registration . but from second year onwards its 128000 as of talking about hostel i opt for a 3 seater and paid 120000 but later on it increased and i paid 135000 for the same fw seats are available you may apply for scholarship like pragati also
232,ABES Engineering College,1st year fees-138600 2nd year fees-128600 3rd year fees-128600 4th year fees-128600 Admission fees and Security fees(5000) are submitted in the first year itself. Schlorship is provided by the UP government for various caste.Also a central govt schlorship for girls is provided.
232,ABES Engineering College,"In first year you have to pay 133600 as tution fees, whch included 5000 security money. fom next year onwards you have to pay 128600. Detail Fees Structure: Tution Fees - 110000 Resistration Fees - 1500 Book Bank Maintenance - 1600 Career Planning and Development - 15000 insurance - 500 academic and book bank security - 5000 All catagory students have to pay same fees except fees wavier students, they have to pay rest of amount excluding tution fees. students can avail UP gov schoalrship whom family income is <2 lakhs. they got 65000 rs per year as scholarship."
232,ABES Engineering College,-Ist yr 133600 2nd yr 128600 3rd yr 128600 4th yr 130000 -tution fees 110000 acedmic and book bank security 5000 registration fee 1500 career planning & development fee 15000 and medical insurance premiums is500 University exam fee 7500 - state scholarship provided by college
233,Asansol Engineering College - [AEC],"Year wise fee is 90000 During the admission time i have paid 80394 which include first semester fee and other breakdown of this is Admission Fee: 5000 Caution Deposit: 10000 Tuition Fee: 40000 FSP: 4000 Risk Coverage: 2694 Makaut Dev fee: 2200 Makaut Registration Fee: 500 Library Fee: 6000 Project and Seminar Fee: 500 Student Wellfare fee: 4000 Member of Student Council: 1000 So in First Year Total amount i have paid is 124394 in this 44000 is included of 2nd year in which 40000 is tuition fee and 4000 is fsp fee In Second Year: 3rd Sem total amount i had paid is 47009 in which 41000 is tuition fee and 4000 is fsp and 2009 rc 4th Sem total amount i had is 45000 in which 41000 is tution fee and 4000 is fsp In 3rd year: 5th Sem total amount i had paid is 47308 in which 42000 is tuition fee and 4000 is fsp and 1308 is risk coverage 6th Sem total amount i had paid is 46000 in which 42000 is tuition fee and 4000 is fsp In Final year: 7th Sem toal amount i had paid is 47592 in which 43000 is tution fee and 4000 is fsp and 592 is risk coverage 8th Sem total amount i am going to paid is 47000 in which 43000 is tuition fee and 4000 is fsp So this is the total break down of 410000 This is same for every category candidate but if anyone got a good tfw rank in wbjee then there per semester fee became 5000 and yearly fee became 10000 rupees only Every scholarship is available which is provided by the state government like aikyashree,SVMCM but you have to maintain cgpa other wise you will not get a scholarship Also my junior fee is increased almost double the amount and every fee increase so keep this point in your mind"
233,Asansol Engineering College - [AEC],You need to pay 600000 lakh for B. Tech in Electronics and communication engineering in 4 years. In 1st semester you have to pay 103000 which includes seat reservation fee and Kit fee and then 70500 For remaining 7 semesters
233,Asansol Engineering College - [AEC],"The course fee for B.tech in Asansol Engineering College in 5.80 L (without hostel). with hostel, it will go up to 7-8L. you can apply for the Student Credit Card scheme or the swami Vivekananda scholarship if you are facing problems in paying fees. The placement scenarios is good highest package this year is 22 LPA(off-campus) and 13-14 LPA(on-campus)."
233,Asansol Engineering College - [AEC],"The fee is as I said not too high and comparitively lowere than other colleges. I don't know much about the policies of fee increase. The total fee is 4,03,195. The they also take 10,000 rupees as a security charges. These might be some other charges too related to library, etc. SVMCM scholarship is awarded to people who are of poor financial background. But the thing is that you should not get backlog is any of the semesters or the financial aid that you are reciving will be stopped. I have not yet taken part in any campus employment activitie so I am not aware."
233,Asansol Engineering College - [AEC],"The tution fee is 5.5 lakh for a cse student excluding the hostel and mess charges. There is a late fee fine if you fail to pay fees in the given time period. There are many students who are studying through financial aid, the students can study through the the aid provided by the central or the state government. Different scholarships are also available for students either by state or by central government. This year placement rates have gone down by almost 80 percent."
234,Bharati Vidyapeeth's College of Engineering - [BVCOE],"My Total fee at first year is 1,58,000 but then for 2nd 3rd and 4th year it will be around 1,48,200 and for scholarship section I haven't opted for scholarship but I got 32000 scholarship amount in my 2nd year and let's see for 3rd and 4th year"
234,Bharati Vidyapeeth's College of Engineering - [BVCOE],"In First Year Fees Was Around 1.80 Lakhs And In Second Yr It Is 1.73 and it will decrease in third yr also..it includes all fees like tution fees , university share and activity and society fees There are scholarship facilities also for sc st obc and ews category students"
234,Bharati Vidyapeeth's College of Engineering - [BVCOE],"The fees will reduce every year of graduation For 1st yr, fees will be 175000 For 2nd yr, fees will be 155000 For 3rd yr, fees will be 145000 For 4th yr, fees will be 140000 This college provides many scholarships such as for economically weaker section if there family income will be less than 2 lack per year then the student get discount of 50000 rupees on her college fees per year."
234,Bharati Vidyapeeth's College of Engineering - [BVCOE],1sr year 186500(10000 refundable) 2nd year 156000 3rd year 144500 4th year 136500 Total 600000 EWS scholarship is given by the GGSIPU University on the interview basis. forms are available in the month of April
234,Bharati Vidyapeeth's College of Engineering - [BVCOE],"The year wise fees for the first year is around 170000, similar for the second year , the fees for third and fourth year is around 145000. Financial aid might be present for ews category. The fees is stagnant for now ."
235,Gudlavalleru Engineering College - [GEC],The college detail fee structure based on the caste and branch wise with fees .The fee structure for cse branch is 65000.The scholarship that provided for fees for college by government as fees reimbursement.
235,Gudlavalleru Engineering College - [GEC],The college overall cost for fee structure is 65000 and the government provides scholarship overall in form of fees reimbursement .The registration fee and admission fee is based on branch that we opted. Each category of caste based on that the fee varies.
235,Gudlavalleru Engineering College - [GEC],The detailed fee structure of the college and scholarship details are enough to pay it. The government provides the fees reimbursement for all eligible students with full fees. The registration process is easy and they provide simple registration for entire process. The government provides equal for every student scholarship. There is caste based seats and registration for branches.
