Serial No.,College Name,Company,Package,Job Roles,Headings
105,Alliance College of Engineering and Design,Top Recruiters,"Adani Wilmar, Aditya Birla Group, BAJAJ Group, BOSCH, Canon, Cogoport, Dell, Deloitte etc",No data found,"Particulars, Placements Statistics (2023)"
106,Saveetha School of Engineering - [SSE],No data found,No data found,No data found,No data found
107,Pimpri Chinchwad College of Engineering - [PCCOE],Number students graduating,1016,37,"Particulars, B.Tech, M.Tech"
107,Pimpri Chinchwad College of Engineering - [PCCOE],Number of students placed,721,6,"Particulars, B.Tech, M.Tech"
107,Pimpri Chinchwad College of Engineering - [PCCOE],Median Salary package,INR 5.75 LPA,INR 4.50 LPA,"Particulars, B.Tech, M.Tech"
107,Pimpri Chinchwad College of Engineering - [PCCOE],No. of Students opted for higher studies,30,0,"Particulars, B.Tech, M.Tech"
108,Dwarkadas J Sanghvi College of Engineering - [DJSCE],No data found,No data found,No data found,No data found
109,Fr. Conceicao Rodrigues College of Engineering - [CRCE],No data found,No data found,No data found,No data found
110,Dr. M.G.R. Educational and Research Institute,No data found,No data found,No data found,No data found
111,Basaveshwar Engineering College - [BEC],No data found,No data found,No data found,No data found
112,MKSSS's Cummins College of Engineering for Women,No data found,No data found,No data found,No data found
113,Sagi Ramakrishnam Raju Engineering College - [SRKR ],No data found,No data found,No data found,No data found
114,Sri Sairam Institute of Technology - [SSIT],No data found,No data found,No data found,No data found
115,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,No data found,No data found,No data found,No data found
116,Thakur College of Engineering and Technology - [TCET],No data found,No data found,No data found,No data found
117,Easwari Engineering College - [EEC],No data found,No data found,No data found,No data found
118,Gayatri Vidya Parishad College of Engineering,No data found,No data found,No data found,No data found
119,Dr. B R Ambedkar Institute of Technology,No data found,No data found,No data found,No data found
120,Manipal University - [MUJ],Number of Recruiters,289+,44+,"Particulars, Placements Statistics (2023), Placements Statistics (2022)"
120,Manipal University - [MUJ],Number of Placement Offers,1497,1450+,"Particulars, Placements Statistics (2023), Placements Statistics (2022)"
120,Manipal University - [MUJ],Placement Percentage,98%,91%,"Particulars, Placements Statistics (2023), Placements Statistics (2022)"
120,Manipal University - [MUJ],Average Package,INR 7.5 LPA,INR 7 LPA,"Particulars, Placements Statistics (2023), Placements Statistics (2022)"
120,Manipal University - [MUJ],Top Recruiters,"Amazon, Accenture, Deloitte, Capgemini, Cognizant etc","Accenture, Amazon, Country Delight, Daikin, SAP Labs, ZS Associates etc","Particulars, Placements Statistics (2023), Placements Statistics (2022)"
121,The LNM Institute of Information Technology - [LNMIIT],No data found,No data found,No data found,No data found
122,SRM Institute of Science and Technology - [SRMIST],No data found,No data found,No data found,No data found
123,Christ University,Total Number of Students Placed,148+,No data found,"Particulars, Placement Statistics (2024)"
123,Christ University,Highest Package,INR 20 LPA,No data found,"Particulars, Placement Statistics (2024)"
123,Christ University,Number of Recruiters Participated,50+,No data found,"Particulars, Placement Statistics (2024)"
123,Christ University,Top Recruiters,"Dell, ICICI Bank, Aditya Birla, Bosch, Wells Fargo",No data found,"Particulars, Placement Statistics (2024)"
124,Manipal Academy of Higher Education - [MAHE],Total Number of Graduating Students,7053,6686,"Particulars, Placements Statistics (2023), Placements Statistics (2022)"
124,Manipal Academy of Higher Education - [MAHE],Number of Students Placed,3835,4288,"Particulars, Placements Statistics (2023), Placements Statistics (2022)"
124,Manipal Academy of Higher Education - [MAHE],Placement Percentage,54% (Approx),64% (Approx),"Particulars, Placements Statistics (2023), Placements Statistics (2022)"
124,Manipal Academy of Higher Education - [MAHE],Highest Package,INR 54.75 LPA,INR 44 LPA,"Particulars, Placements Statistics (2023), Placements Statistics (2022)"
125,Centurion University of Technology and Management - [CUTM],No data found,No data found,No data found,No data found
126,Sharda University,Highest Salary Package,INR 40 LPA,No data found,"Particulars, Placement Statistics (2024)"
126,Sharda University,Number of Recruiters,600+,No data found,"Particulars, Placement Statistics (2024)"
126,Sharda University,Number of Multinational Companies,150+,No data found,"Particulars, Placement Statistics (2024)"
126,Sharda University,Number of CMM Level-5 Companies,50+,No data found,"Particulars, Placement Statistics (2024)"
126,Sharda University,Number of Fortune 500 Companies,55+,No data found,"Particulars, Placement Statistics (2024)"
126,Sharda University,Placements for B.Tech.,91%,No data found,"Particulars, Placement Statistics (2024)"
126,Sharda University,Placements for MBA,100%,No data found,"Particulars, Placement Statistics (2024)"
126,Sharda University,"Placements for Media, Film and Production courses",92%,No data found,"Particulars, Placement Statistics (2024)"
126,Sharda University,Top Recruiters,"Cognizant, Amazon, Jonhson Controls, Mahindra Rise, Videocon, MTS, Tech Mahindra",No data found,"Particulars, Placement Statistics (2024)"
126,Sharda University,Special Recruiters,"Nodal Center for Indian Airforce for Fast Track Selections, (FTS) of Engineers in the entire North India, Nodal Center Indian Navy for Campus Recruitment",No data found,"Particulars, Placement Statistics (2024)"
127,SVKM's Narsee Monjee Institute of Management Studies - [NMIMS University],Highest Package,INR 20.97 LPA,No data found,"Particulars, Placement Statistics (2024)"
127,SVKM's Narsee Monjee Institute of Management Studies - [NMIMS University],Average Package,INR 13.35 LPA,No data found,"Particulars, Placement Statistics (2024)"
127,SVKM's Narsee Monjee Institute of Management Studies - [NMIMS University],Median Package,INR 13 LPA,No data found,"Particulars, Placement Statistics (2024)"
128,K.R. Mangalam University,Total Offers,600+,No data found,"Particulars, Placements Statistics 2023"
128,K.R. Mangalam University,No. Of Recruiters,500+,No data found,"Particulars, Placements Statistics 2023"
128,K.R. Mangalam University,Placement Percentage,92%,No data found,"Particulars, Placements Statistics 2023"
128,K.R. Mangalam University,Highest Package,INR 36 LPA,No data found,"Particulars, Placements Statistics 2023"
128,K.R. Mangalam University,Top Recruiters,"Systique, Decathlon, TCS, Wipro, Cognizant, Deloitte",No data found,"Particulars, Placements Statistics 2023"
129,Galgotias University - [GU],Number of Job Offers,8500+,4500+,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
129,Galgotias University - [GU],Highest Package,INR 1.5 CPA,INR 44 LPA,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
129,Galgotias University - [GU],Average Package,INR 5.4 LPA,INR 5.25 LPA,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
129,Galgotias University - [GU],Number of Recruiters,850+,846,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
129,Galgotias University - [GU],Top Recruiters,"Cognizant, Accenture, MindTree, TCS, Focus Edumatics etc","Cognizant, Wipro, Infosys, DXC, Accenture etc","Particulars, Placements Statistics 2023, Placements Statistics 2022"
130,Nirma University,Placement Percentage,100%,No data found,"Particulars, Nirma University MBA Placement Statistics (2023)"
130,Nirma University,No. of Companies Visited,87+,No data found,"Particulars, Nirma University MBA Placement Statistics (2023)"
130,Nirma University,Highest Package,INR 30 LPA,No data found,"Particulars, Nirma University MBA Placement Statistics (2023)"
130,Nirma University,Average Package (Overall),INR 13 LPA,No data found,"Particulars, Nirma University MBA Placement Statistics (2023)"
130,Nirma University,Average Package (Top 50%),INR 17.50 LPA,No data found,"Particulars, Nirma University MBA Placement Statistics (2023)"
130,Nirma University,Average Package (Top 100%),INR 15 LPA,No data found,"Particulars, Nirma University MBA Placement Statistics (2023)"
131,REVA University,No data found,No data found,No data found,No data found
132,Bennett University,B.Tech,322,INR 1.37 CPR,"Course, Number of Participating Organizations, Highest CTC, Average CTC"
132,Bennett University,MBA,49,INR 8 LPA,"Course, Number of Participating Organizations, Highest CTC, Average CTC"
132,Bennett University,BAJMC,84,INR 18.48 LPA,"Course, Number of Participating Organizations, Highest CTC, Average CTC"
132,Bennett University,BBA,51,INR 8.5 LPA,"Course, Number of Participating Organizations, Highest CTC, Average CTC"
132,Bennett University,BBA LLB & BA LLB,103,INR 9.6 LPA,"Course, Number of Participating Organizations, Highest CTC, Average CTC"
133,Chitkara University - [CU],Total Number of Students,1624,1521,"Particulars, Placements Statistics 2020, Placements Statistics 2021"
133,Chitkara University - [CU],No. of Students Placed,1089,563,"Particulars, Placements Statistics 2020, Placements Statistics 2021"
133,Chitkara University - [CU],Median CTC,INR 6.LPA,INR 8.20 LPA,"Particulars, Placements Statistics 2020, Placements Statistics 2021"
133,Chitkara University - [CU],Placement Sectors,"IT Industries, Banks, Consultancy Firms, Strategy and Consulting, Sales and Marketing, IT and Analytics, Finance, Supply Chain and Operations, General Management, Human Resources, etc.",No data found,"Particulars, Placements Statistics 2020, Placements Statistics 2021"
133,Chitkara University - [CU],Top Companies,"Infosys, TCS, Deloitte, HCL, NIIT, Siemens, Fuji Electric, ABB, Bajaj, BHEL, ONGC, Honeywell, TATA, Wipro, GE, etc.",No data found,"Particulars, Placements Statistics 2020, Placements Statistics 2021"
134,Singhania University,No data found,No data found,No data found,No data found
135,Shiv Nadar University - [SNU],No. of Companies Participated,129,No data found,"Particulars, Placements Statistics 2023"
135,Shiv Nadar University - [SNU],Highest CTC,INR 58.09 LPA,No data found,"Particulars, Placements Statistics 2023"
135,Shiv Nadar University - [SNU],Average CTC,INR 11.35 LPA,No data found,"Particulars, Placements Statistics 2023"
135,Shiv Nadar University - [SNU],Median CTC,INR 9.97 LPA,No data found,"Particulars, Placements Statistics 2023"
135,Shiv Nadar University - [SNU],Average CTC (Top 20%),INR 21.44 LPA,No data found,"Particulars, Placements Statistics 2023"
135,Shiv Nadar University - [SNU],Average CTC (Top 50%),INR 16.01 LPA,No data found,"Particulars, Placements Statistics 2023"
135,Shiv Nadar University - [SNU],Average CTC for Engineering Students,INR 12.85 LPA,No data found,"Particulars, Placements Statistics 2023"
135,Shiv Nadar University - [SNU],Average CTC for MBA Students,INR 10.04 LPA,No data found,"Particulars, Placements Statistics 2023"
136,Harcourt Butler Technological University - [HBTU],TCS,3.6 to 9 LPA,System Engineer,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Turing,7 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Insurance dekho,11-12 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Newgen,4-4.5 LPA,Software Development Engineer,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Samsung,15-15.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Arti industries,6 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Clarity,6 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],School diary,6 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Codebugged,6-8 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Kloudrack,4.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Circlepe,6 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Hireme,10-11 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Eninrac,3.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Takentserve,6 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Newgen,7 LPA,Software Design Engineer,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Fantaclause,8-9 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Halide Petrochemical,8 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],LensKard,6.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Hindustan Uniliver,9.98 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],LummusTech,11.85 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],NainiGroup,7 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Gujrat florochemical,6 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],HeroMotoCorp,9 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Mankiewicz India Pvt. Ltd.,7 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Jubilant Ingrevia,8 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],ExxonMobil,11.67 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Technip Energies,6.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Zscaler,19.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Varroc,11.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],L&T,6 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Asian Paints,10.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Reliance Industries,7.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Newgen Technologies SE,4.25 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Newgen Technologies AE,4 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Effiya,11.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Samsung R&D Noida,15.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Evalueserve,5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Lummus Tech,11.85 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],IBM,4.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Servosys Solutions,6 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Fantaclaus Technologies,8 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Hero Motocorp,9 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Tata Communications,5.25 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Samsung Engineering,8 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Naini Group Ltd,7 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Hindustan Unilever Ltd (R&D),7 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Hindustan Unilever Ltd (Supply Chain),9.98 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Atul Ltd,5.16 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Atul Anaven Ltd (Production),5.16 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Atul Biosciences (Production),5.64 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Lenskart,6.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],MLA Group,6.24 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Havells India Ltd.,6 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Aarti Industries,5.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Indigo Paints,7 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Oriental Carbon,7 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Gujarat Florochemical Ltd,6.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Tata International,3.6 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],InsuranceDekho,12 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Maruti Suzuki,9.2 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Gemini Oils,5.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Escort Kubota,5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Unacademy,10 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Denso International,5.5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Airblack,6.3 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],UnoMinda,4.8 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],DCM Shriram KOTA,7 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Adani Wilmar,7 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],RSPL,4.25 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Kabir Leather,4.2 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],United Breweries,7 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Tata Autocomp,5 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Commvault,18.25 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Barmalt Malting,2.4 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Axis Bank,4.6 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Hiremi BDA Profile,10 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
136,Harcourt Butler Technological University - [HBTU],Haldia Petrochem,8 LPA,-,"Company Name, CTC Offered, Role, Branches Eligible"
137,Jaipur National University - [JNU],B.Pharm,INR 4.00 LPA,INR 2.00 LPA,"Courses, Median Package (2021-22), Median Package (2020-21), Median Package (2019-20)"
138,Integral University,UG Students Placed,390,No data found,"Particulars, Placement Statistics"
138,Integral University,PG Students Placed,281,No data found,"Particulars, Placement Statistics"
138,Integral University,Median Package B.Tech,INR 3.25 LPA,No data found,"Particulars, Placement Statistics"
138,Integral University,Median Package MBA,INR 3.0 LPA,No data found,"Particulars, Placement Statistics"
139,Vellore Institute of Technology - [VIT],Number of Companies Participated,803,118,"Particulars, Placement Statistics (2020-21), Placement Statistics (2021-22)"
139,Vellore Institute of Technology - [VIT],Number of Super Dream Offers,1041,81,"Particulars, Placement Statistics (2020-21), Placement Statistics (2021-22)"
139,Vellore Institute of Technology - [VIT],Number of Regular Offers,1886,195,"Particulars, Placement Statistics (2020-21), Placement Statistics (2021-22)"
139,Vellore Institute of Technology - [VIT],Total (unique),5491,714,"Particulars, Placement Statistics (2020-21), Placement Statistics (2021-22)"
139,Vellore Institute of Technology - [VIT],Overall Offers,9472,717,"Particulars, Placement Statistics (2020-21), Placement Statistics (2021-22)"
139,Vellore Institute of Technology - [VIT],Highest Package,INR 44 LPA,INR 75 LPA,"Particulars, Placement Statistics (2020-21), Placement Statistics (2021-22)"
139,Vellore Institute of Technology - [VIT],Top Recruiters,"Microsoft, Infosys, HP","Dyte, PayPal, DE Shaw","Particulars, Placement Statistics (2020-21), Placement Statistics (2021-22)"
140,K L University - [KLH],No data found,No data found,No data found,No data found
141,Manav Rachna International Institute of Research and Studies - [MRIIRS],No. of Students placed,-,-,"Particulars, Placement Statistics 2023, Placement Statistics 2022, Placement Statistics 2021"
141,Manav Rachna International Institute of Research and Studies - [MRIIRS],No. of Companies visited,290,80+,"Particulars, Placement Statistics 2023, Placement Statistics 2022, Placement Statistics 2021"
141,Manav Rachna International Institute of Research and Studies - [MRIIRS],Highest CTC ( BBA/ B.Com),-,INR 9 LPA,"Particulars, Placement Statistics 2023, Placement Statistics 2022, Placement Statistics 2021"
141,Manav Rachna International Institute of Research and Studies - [MRIIRS],Lowest CTC (BBA/ B.Com),-,INR 2.85 LPA,"Particulars, Placement Statistics 2023, Placement Statistics 2022, Placement Statistics 2021"
141,Manav Rachna International Institute of Research and Studies - [MRIIRS],Highest CTC (B.Tech),INR 54 LPA,INR 32 LPA,"Particulars, Placement Statistics 2023, Placement Statistics 2022, Placement Statistics 2021"
141,Manav Rachna International Institute of Research and Studies - [MRIIRS],Lowest CTC (B.Tech),INR 10.80 LPA,-,"Particulars, Placement Statistics 2023, Placement Statistics 2022, Placement Statistics 2021"
141,Manav Rachna International Institute of Research and Studies - [MRIIRS],Top Recruiters,"Paloalto, Headout, Niagara, Tekion, Commvault, etc.","IBM, Capgemini, Wipro, TCS, etc.","Particulars, Placement Statistics 2023, Placement Statistics 2022, Placement Statistics 2021"
142,Pandit Deendayal Energy University - [PDEU],Program,MBA,No data found,"Particulars, Placement Statistics"
142,Pandit Deendayal Energy University - [PDEU],No. of Students Placed,More than 80%,No data found,"Particulars, Placement Statistics"
142,Pandit Deendayal Energy University - [PDEU],Highest Package,INR 19 LPA,No data found,"Particulars, Placement Statistics"
142,Pandit Deendayal Energy University - [PDEU],Average Package,INR 7.52 LPA,No data found,"Particulars, Placement Statistics"
142,Pandit Deendayal Energy University - [PDEU],Top Recruiters,"TCS, Accenture, Infosys",No data found,"Particulars, Placement Statistics"
144,"Pandit Deendayal Energy University, School of Technology - [PDEU SOT]",No data found,No data found,No data found,No data found
145,Amity University,No data found,No data found,No data found,No data found
146,VIT Bhopal University,Highest Package,INR 1.02 CPA,No data found,"Particulars, Placements Statistics (2023)"
146,VIT Bhopal University,Average Package,INR 9.23 LPA,No data found,"Particulars, Placements Statistics (2023)"
146,VIT Bhopal University,Number of Super Dream Offers,4461,No data found,"Particulars, Placements Statistics (2023)"
146,VIT Bhopal University,Number of Dream Offers,3453,No data found,"Particulars, Placements Statistics (2023)"
146,VIT Bhopal University,Number of Regular Offers,6431,No data found,"Particulars, Placements Statistics (2023)"
146,VIT Bhopal University,Number of Marquee Offers,624,No data found,"Particulars, Placements Statistics (2023)"
146,VIT Bhopal University,Number of Total Offers,14345,No data found,"Particulars, Placements Statistics (2023)"
146,VIT Bhopal University,Number of Industry Internships,4933,No data found,"Particulars, Placements Statistics (2023)"
146,VIT Bhopal University,`Number of Recruiters,904,No data found,"Particulars, Placements Statistics (2023)"
146,VIT Bhopal University,Number of Super Dream Companies,378,No data found,"Particulars, Placements Statistics (2023)"
147,Acharya Institute of Technology - [AIT],No data found,No data found,No data found,No data found
148,MVJ College of Engineering - [MVJCE],No data found,No data found,No data found,No data found
149,DIT University - [DIT],Number of Recruiters,191,201,"Particulars, Placements Statistics 2021, Placements Statistics 2022"
149,DIT University - [DIT],Number of Students Placed,1358,1252,"Particulars, Placements Statistics 2021, Placements Statistics 2022"
149,DIT University - [DIT],Lowest CTC,-,INR 3.5 LPA,"Particulars, Placements Statistics 2021, Placements Statistics 2022"
149,DIT University - [DIT],Highest CTC,-,INR 67.62 LPA,"Particulars, Placements Statistics 2021, Placements Statistics 2022"
149,DIT University - [DIT],Placement percentage,62%,95%,"Particulars, Placements Statistics 2021, Placements Statistics 2022"
149,DIT University - [DIT],Top Recruiters,"PlaySimple, Hashed In, Cognizant, Hexaware, ZScaler","Trilogy, Walmart, Goldman Sachs, De Shaw & Co., Amazon, Commvault, Cloudera","Particulars, Placements Statistics 2021, Placements Statistics 2022"
150,Bharath University - Bharath Institute of Higher Education and Research - [BIHER],No data found,No data found,No data found,No data found
151,GLA University,247 Software,5 LPA,Software Developer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Accolite Digital,7.5 LPA,Software Developer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Adobe,13 LPA,Software Development Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Amazon,12 LPA,Software Development Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Amdocs,6 LPA,Software Developer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,American Express,9 LPA,Software Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Analog Devices,11 LPA,Design Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Ashok Leyland,5.5 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Bajaj Auto,6.5 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Barclays,9 LPA,Software Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Bharat Petroleum,8 LPA,Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,BNY Mellon,17-22 LPA,Software Developer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Cipla,7 LPA,Quality Control Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Cisco Systems,5 LPA,Software Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Cloudintegrtr,7.5 LPA after training,Fullstack developer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Dell,6.5 LPA,Software Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Deltax,25 k (18 months training,Integration Expert,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Essar Steel,6 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,EXL,6.5 LPA,Associate,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Fieldassist,8 LPA,Software Developer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Flipkart,11 LPA,Software Developer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Fractal Analytics,7.5 LPA,Analyst,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Genpact,5.5 LPA,Process Associate,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
