Serial No.,College Name,Info
217,Invertis University,"Invertis University offers a wide variety of courses with different specializations like engineering, pharmacy, law, computer applications, mass communication, and many more. Admission is done through online mode and for B.Tech, candidates need to obtain a minimum of 50% marks in their 10+2 examination with Mathematics, Physics, and Chemistry/Computer Science. For B.Sc, candidates need to obtain a minimum of 50% marks in their 10+2 examination with Physics, Chemistry, Mathematics, and Biology/Biotechnology. | Direct Link to Apply For Invertis University admission"
218,Acropolis Institute of Technology & Research - [AITR],"Acropolis Institute of Technology and Research (AITR) is a private engineering college located in Indore, Madhya Pradesh, India. It was established in the year of 2005. Acropolis Institute of Technology and Research (AITR) offers bachelor's and master's degrees in engineering and master's degrees in Engineering, Computer Science and Management. The college is affiliated to Rajiv Gandhi Proudyogiki Vishwavidyalaya (RGPV) for BE and ME courses and Devi Ahilya Vishwavidyalaya (DAVV) for Master of Computer Application (MCA) and Master of Business Administration (MBA) courses. | For admission in the B.E./B.Tech courses in the colleges, candidates have to appear in the Online off campus Counseling conducted by” Directorate of Technical Education, Madhya Pradesh. Admission to the MBA programme is done through the Admission Test CMAT whereas admission to the MCA programmes is done on the basis of merit in the last qualifying examination. Admission in MAM will be done through DTE [Director, Technical Education MP, Bhopal]."
219,Quantum University,"Quantum University Admission 2024 is ongoing. Quantum University offers B.Tech, B.Tech (Hons), B.Sc, BCA, BBA, B.Com (Hons.), BA (Hons), BHM, etc at UG level. It offers M.Tech, MBA, M.Sc. and MCA courses at PG level. The university also offers D.Pharma. Additionally, some of the integrated programs offered by Quantum University are B.Tech + MBA, BBA + MBA, BA-LL.B and BBA-LL.B along with Ph.D. at the Doctorate level."
220,SAGE University,"SAGE University is a private university established in the year 2017. The University is located in Indore, Madhya Pradesh. SAGE Indore offers 100+ courses in various disciplines such as Engineering, Technology, Law, Management, Architecture and many more. SAGE University Indore offers UG, PG, Diploma and Doctorate programs under 14 different institutes which include the Institute of Agriculture, Institute of Arts and Humanities, Institute of Commerce, Institute of Management and many more. All these courses offered at SAGE Indore are UGC and AICTE-approved. Also, the institute has been Graded A+ by NAAC. | Direct Link to Apply for Sage University Admissions"
221,Model Institute of Engineering and Technology - [MIET],"Model Institute of Engineering and Technology (Autonomous) was established in 1996 and is located in Jammu, Jammu and Kashmir. | Model Institute of Engineering and Technology (MIET) offers the B.Tech, BBA (Hons.), BBA LLB (Hons.), BA (Hons.) and B.Com (Hons.), BCA (Hons.), LLB (Hons), BBA BFSI (Hons.) courses at the undergraduate level and the MBA, MCA and M.Tech courses at the postgraduate level."
222,RVR and JC College of Engineering,"RVR and JC College of Engineering has been providing world class education in technical stream from 32 years. It was set up in the year 1985 at Chowdavaram, Guntur. It is one of the first colleges affiliated to the Acharya Nagarjuna University (ANU), Guntur and is accredited by the National Board of Accreditation (NBA) of AICTE. It offers B.Tech, MBA, MCA and M.Tech at UG & PG level respectively. Stream wise seat distribution is given below: | The application process for the UG and PG program is offline. Interested candidates can apply for the respective course at the college on payment of INR 450 as application fee."
223,Rabindranath Tagore University - [RNTU],"Rabindranath Tagore University Admission 2024 is open. Admissions at RNTU are done based on either merit or a national-level entrance test i.e. AJEE (AISECT Joint Entrance Test).  Rabindranath Tagore University (RNTU) formerly known as AISECT University, Bhopal was established in 1985. It offers UG, PG level, Diploma and PG Diploma in several different departments such Arts, Computer Application, Information Technology, Computer Science, Nursing, Law, Commerce, Management, Science,"
224,Sister Nivedita University - [SNU],"Sister Nivedita University comprises 15 schools offering more than 150 courses in various disciplines like Engineering, Management, Architecture & Design, and Computer Applications among others. | Admission at Sister Nivedita University is based either on merit or valid scorecards that are accepted by the University. SNU Kolkata also conducts SNUET (Sister Nivedita University Entrance Test) for admissions in various courses. Apart from SNUET, the university also accepts national-level entrance exams such as NATA /GMAT/CAT/JEMAT/MAT /WBJEE /SAT/GATE/MATE."
225,CMJ University,"CMJ University is the first private university of Meghalaya. It was established in 2009 by an Act of Meghalaya State Legislature under the CMJ University, Act, 2009. It is located in Shillong, Meghalaya. It is recognized by University Grants Commission (UGC). | CMJ University offers UG, PG, PhD and diploma courses in the following faculties: Faculty of Arts, Faculty of Engineering and Technology, Faculty of Management, Faculty of Science, Faculty of Law, Faculty of distance education, Faculty of Commerce, and Faculty of Nursing etc."
226,Mangalayatan University - [MU],"Mangalayatan University is one of the State Universities of Uttar Pradesh. The University was founded in 2006 and is situated 20 kms from Yamuna Expressway, UP. Around 6000 students have graduated from Mangalayatan University since its inception. Also, more than 4,000 students are currently enrolled in various courses for the recent admission session."
227,Navrachana University - [NUV],"Table of Contents: | Established in 2009, Navrachana University is a UGC-approved university located in Vadodara, Gujarat. At present, the university offers several courses at UG, PG and Doctoral level in multiple streams. The university conducts different admission procedures for the different courses."
228,Amity University,"Amity University Patna is a Private institute and a part of Amity Education Group. The college is situated in Patna, Bihar and offers various UG, PG, Integrated UG, and Doctoral Courses in the fields of management, science, engineering, arts, commerce, law, computer application, etc. | Here are the important highlights for Amity University Patna Course Admission 2024:"
229,GLS University,"GLS University is a private university located in Ahmedabad. Established in 2015, GLS University is sponsored by Gujarat Law Society and is recognized by the University Grants Commission (UGC). | GLS University Ahmedabad offers various undergraduate courses like BTech, BBA, B.Com, BCA, B.Sc, B.Des, and Bachelors in Business/International Business/IT/Computer Science (Global Degree), Postgraduate courses like MBA, M.Com. MSc, MCA, LLB, and LLM, and Integrated courses like B.A LLB, BBA LLB, Integrated B.Com + MBA, Integrated MBA, Integrated MCA, Integrated M.Sc, Integrated M.Des. The University also extends its education to Research-level courses."
230,Karnavati University - [KU],"Karnavati University is a private university located in Gandhinagar. Established in 2017 by the Karnavati Medical and Educational Trust through The Gujarat Private Universities (Amendment) Act, 2017. | Candidates will be shortlisted based on the scores obtained in any of the entrance exams and the performance in Group Discussion and Personal Interview. Apply Here for Karnavati University Admisison."
231,Noida Institute of Engineering and Technology - [NIET],"NIET Noida Admission 2024 is open. NIET Noida is an autonomous college located in Greater Noida. The institute accepts admission via two modes – Direct Admission or Entrance-Based Admission. NIET Greater Noida accepts direct admission through management/NRI Quota. As per the Govt. of U.P. and AKTU guidelines, a total of 15% of the approved intake of a course is filled under this category. | The college offers BTech as its flagship program. Admission to the BTech program is based on JEE Main score followed by UPTAC Counselling. Apart from the BTech, other major courses offered by NIET Noida include MBA, MCA, MTech and Integrated MTech. For MBA/ MTech and MCA. For admissions to PG Courses, the insitute accepts CUET PG Score. For M.Tech, it accepts GATE Scores."
232,ABES Engineering College,"ABES Engineering College provides UG and PG programs through its 10 departments offering 14 courses. ABES Engineering College provides one undergraduate program, BTech, in eight distinct specializations, three postgraduate programs, MCA, MBA, and MTech, and lateral entry admission to the BTech program. The courses offered by ABES Engineering College are NBA-accredited, and the institute is NAAC-accredited and AICTE-approved. | ABESEC offers B.Tech as its flagship course. Applicants seeking admission must have completed 10+2 with at least 45% marks, and selection is based on JEE Main Scores followed by UPTAC Counselling. Candidates for direct admission in B.Tech must have an Engineering Diploma or a B.Sc degree with 45% marks. At the PG level, ABESEC offers M.Tech and MCA. Securing admission to M.Tech is based on the GATE score while admission to MCA depends upon the CUET PG score."
233,Asansol Engineering College - [AEC],"Asansol Engineering College (AEC), established in 1998 is a self-financed institute (aided by TEQIP) located in Asansol, West Bengal. ACE is recognized by the University Grant Commission (UGC) and is also approved by the All India Council for Technical Education (AICTE). The college offers various undergraduate and postgraduate courses like BTech, BCA, BBA, MCA and, M.Tech in the disciplines of Information Technology, Computer Application, and Business Administration. | The institute has been placed among the Top 30 Engineering Colleges of West Bengal. Nearly 90 companies have participated in placement programs at Asansol Engineering College for the current batch.  200 candidates were offered placements by Tata Consultancy Services (TCS), followed by IBM, Cognizant, CGI, Capgemini, Infosys, Mindtree being the other top recruiters. The highest CTC offered to the candidates was INR 7.5 LPA and the average salary package offered was 4.5 LPA . The lowest CTC offered was INR 3 LPA. Students from the CSE department grabbed maximum job offers. The qualified and experienced faculty at AEC ensure that the students receive the best education and skills which can help them emerge as qualified professionals."
234,Bharati Vidyapeeth's College of Engineering - [BVCOE],Bharati Vidyapeeth’s College of Engineering is located in New Delhi. The college was established in 1999 and is affiliated to Guru Gobind Singh Indraprasth University (GGSIPU).
235,Gudlavalleru Engineering College - [GEC],"Established in 1998, Gudlavalleru Engineering College is an autonomous institute located in Gudlavalleru, Andhra Pradesh. It has been accredited by NBA, and by NAAC with an ‘A’ grade. | The institute is known for its supportive faculty. It also boasts of excellent infrastructure that includes 71 ergonomically designed classrooms, complete with e-learning facilities."
236,Jaypee University of Engineering and Technology - [JUET],"Jaypee University of Engineering & Technology (JUET) located in Guna, Madhya Pradesh is a Grade ‘A’ NAAC accredited institution which has received appreciation for its carbon free zone campus."
237,Sri Venkateswara College of Engineering - [SVCE],"Sri Venkateswara College of Engineering (SVCE) was established in 2007. Located in Tirupati in the state of Andhra Pradesh, the institute provides UG and PG courses in various fields of Management, Computer Applications and Engineering & Technology. SVCE is affiliated to Jawaharlal Nehru Technological University (JNTU), Anantapur. | All the disciplines offered under the UG course are of 4 years duration and PG programs are of 2 years duration."
238,Thadomal Shahani Engineering College - [TSEC],"Thadomal Shahani Engineering College was established in 1983 by the Hyderabad National Collegiate Board (HSNC), a charitable trust run by the Sindhi community. | The college is affiliated by the University of Mumbai and offers a number of engineering programs to its prospective students."
239,Velammal Engineering College - [VEC],"Velammal Engineering College is a private engineering college located in Chennai, Tamil Nadu. Established in the year 1995, the college currently offers B.E./ B.Tech program along with M.E. and MBA in various specializations."
240,Oriental University - [OU],"The Oriental University was established in 1995 at Bhopal, in 1997 at Jabalpur and in 2008 at Indore, Madhya Pradesh. It offers a total of 56 courses across the 10 streams namely Agriculture, Commerce, Engineering, Pharmacy, Mass Communication, Arts, and Media. | Under the course offerings, Oriental University offers B.tech with various specialization, 5 courses in masters i.e the M.tech category and 7 courses in Diploma Engineering. The admission criteria for undergraduate technical courses are through the 12th percentage and national level test JEE. And for the other courses, admission is granted based on the 12th standard marks itself."
241,University of Science and Technology - [USTM],"University of Science and Technology (USTM) Meghalaya offers UG, PG, and Diploma courses. It also offers Ph.D in 17 specializations. Under UG domain, it offers BA, B.Sc., B. Com (H), BBA, BCA, LLB, BA LLB, B. Ed programmes. Under PG domain, it offers MA, M. com, M.Sc., MBA, MCA, MLISc., and MSW. The University offers Diploma courses as well."
242,Guru Kashi University,"Guru Kashi University (GKU) has been established by the Act of the Legislature of the state of Punjab. Guru Kashi University is recognized by University Grants Commission (UGC) and has approvals and recognitions from All India Council for Technical Education (AICTE), Indian Council of Agricultural Research(ICAR), National Council for Teacher Education (NCTE) etc."
243,Noida International University - [NIU],"Noida International University has started its admission process for 2024-25. Applications are accepted through both online and offline modes. Eligible students can apply through the official website of the university. Admission is done on the basis of candidates previous qualyfing examination whereas, for non-technical courses, admission is done on the basis of Group discussion and Personal Interviews. | Direct Link to Apply for NIU Admission"
244,Central Institute of Technology - [CIT],"Central Institute of Technology (CIT), Kokrajhar is an autonomous institute situated in Kokrajhar District of Bodoland Territorial Council (BTC) in Assam. Affiliated to Guwahati University, the institute currently offers B.Tech, B. Design and Diploma programs. At present, CIT Kokrajhar offers Bachelor of Technology (B.Tech) in six specializations, Bachelor of Design (B.Des.) and Diploma course in six specializations. Selection of candidates will be done on the basis of marks scored in the respective entrance examinations."
245,Vidyalankar Institute of Technology - [VIT],"Vidyalankar Institute of Technology (VIT) is an institute for engineering which is situated in Mumbai, the Institute was established in 1999 to provide admissions to eligible candidates. The university is affiliated to the University of Mumbai and approved by the AICTE. Admission processes are done online and the criteria set based on national level exams like MHT CET/ PG CET. The current intake of students this year for the UG program is 780 seats and 174 seats for the PG program. | VIT Mumbai offers Undergraduate programs in which they have the Bachelor of Engineering with 5 different specializations, Post Graduation programs including Master of Engineering under 3 specializations and Master of Management Studies under 1 specialization, and the Institute also has a Doctoral studies program with 1 specialization."
246,Madhav University - [MU],"Madhav University in Sirohi, Rajasthan is a private university founded by Manav Bharti Charitable Trust. It was established in 2014. Madhav University offers several graduate and postgraduate courses in all fields of Engineering and Technology, Sciences, Humanities, and Social Sciences, Hotel Management, Law, Paramedical Sciences."
247,Graphic Era Hill University - [GEHU],"Graphic Era Hill University is a fast-growing private university in India, with a sprawling campus located in the valley of Dehradun. GEHU currently offers various undergraduate, postgraduate and doctoral programs across several disciplines which include engineering and technology, management and allied sciences. | Also Read- Graphic Era Hill University Course and Fee Structure"
248,University of Engineering and Management - [UEM],no data found
249,Mangalayatan University,no data found
250,Assam down town University - [ADTU],"Assam down town University offers both bachelor’s and master’s degree programs in the fields of Engineering, Management, Pharmacy, Nursing, Allied Health sciences, Paramedical, Hospitality, Skill Development, etc. It has signed a memorandum of understanding with the India Tourism Development Corporation (ITDC) to offer a degree course in Hotel Management and Industrial Training. | Application last dates are yet to be announced by ADTU. Candidates seeking admission to this university are selected on the basis of the entrance exam conducted on the National level. For some courses, admission is given on a merit basis achieved in the last qualifying examination."
251,Amity University,"Amity University, Gwalior is a private university located in Madhya Pradesh. It was established in 2010 by the State Government. The university is recognized by UGC and is accredited Grade A by the NAAC (National Accreditation and Assessment Council). Amity University Gwalior offers academic programs in both regular and distance learning modes at undergraduate and postgraduate levels. | The important highlights of Amity University Gwalior Admission 2024 are as follows:"
252,GSFC University,"GSFC University is recognized under the Gujarat Private University and is established by the GSFC Education Society. The university was established in the year 2014. | The University offers programs in the field of Engineering, Science, and Arts. At UG level the University offers various programmes such as BTech, BSc, and BBA and PG level it offers MSc programme in various specialisations. It also offers PhD programmes in two specialisations."
253,Federal Institute of Science and Technology - [FISAT],"Federal Institute of Science And Technology (FISAT) is a private self-financing Engineering College, established and run by the Federal Bank Officers’  Association Educational Society (FBOAES). The FBOAES is an initiative of the Federal Bank Officers’ Association (FBOA), the sole representative body of the entire officers of the Federal Bank."
254,Galgotias College of Engineering and Technology - [GCET],"Galgotias College of Engineering & Technology is a private engineering institute in Greater Noida. It was established in the year 1999 and is affiliated to Dr. A.P.J. Abdul Kalam Technical University (APJAKTU), Lucknow. | Galgotias College of Engineering & Technology offers undergraduate courses in Technology with eight specialisations."
255,Global Academy of Technology - [GAT],"Global Academy of Technology (GAT), Bangalore offers B.Tech, M.Tech and MBA programs at UG and PG levels. GAT Bangalore also offers Ph.D. program in the Department of Engineering & Technology."
256,HKBK Group of Institutions,"HKBK Group of Institutions was established in 1997 located near Yelahanka in Bangalore and approved by All India Council for Technical Education, New Delhi. The institute is affiliated with Visvesvaraya Technological University, Belgaum, Karnataka."
257,Sri Vasavi Engineering College - [SVEC],"Admissions are offered in B.Tech, M.Tech, and MBA currently, at Sri Vasavi Engineering College. Admissions are based upon entrance followed by merit and state counseling. Applications for entrances are available online. | B.Tech admissions are offered to those students who have passed +2 from Andhra Pradesh or from an equivalent board. Qualifying the EAMCET is mandatory to be considered for admissions."
258,Uka Tarsadia University,"Uka Tarsadia University, Bardoli offers 28 academic programmes with numerous specializations and has 20 independent institutes. In addition to the undergraduate and postgraduate programmes, the university furnishes integrated programmes, Ph.D. programmes, and diploma and certificate courses. | Admission to most of the programs is conducted as per the norms set by the Admission Committee for Professional Courses (ACPC). However, admission in the B.Arch is done on the basis of NATA entrance, BPT through ACPMEC, MBA through CMAT and the M.Pharm through GPAT."
259,AKS University - [AKSU],"Amicable Knowledge Solution (AKS) University is a Private University located in Satna, Madhya Pradesh. AKSU offers admission to the UG, PG and Ph.D. courses in streams like Engineering, Agriculture, Science, Management, Computer Science, and Pharmacy. Admission to the B.Tech. program is granted on the basis of the candidate’s performance in JEE Main or the MP PET. Admission to the B.Pharm., B.Ed., and B.Sc. (Agriculture) program is done on the basis of the candidate’s performance in the entrance examination conducted by the university. | Admission to all the PG courses at AKS University is offered on the basis of an entrance test conducted by the university followed by a personal interview. Application forms for admission to the AKS University courses are available online as well as offline. Candidates can apply online on the official website of the university by paying an application fee of INR 2000."
260,ITM University,no data found
261,Jagannath University,"Jagannath University was established in the year 2008. The university has six campuses in three states with the main campus in Jaipur. | B.Tech. is offered under 8 specializations, to be eligible for the same, the candidates must qualify 10+2 with 45% marks in PCM. Admission to the program will be granted on the basis of the candidate’s performance in REAP/JEE/ JUEE."
262,Babu Banarasi Das University - [BBDU],"Babu Banarasi Das University was founded in 2010 in Lucknow, Uttar Pradesh. Babu Banarasi Das University (BBDU) offers undergraduate, integrated and postgraduate courses in the field of Engineering, Management, Computer Applications, Pharmacy, Hotel Management, Architecture, Dental Science, Applied Sciences, Humanities & Social studies, Legal Studies & Education. Undergraduate courses are for 4 years, Integrated courses are for 4 and a half years while master’s courses span over 2 years. | Candidates can apply online only through the official website of BBDU. Students must have passed 10+2 standard for UG programmes & Bachelor degree in relevant discipline for PG courses. Final selection will be given on the basis of candidate’s performance in the qualifying examination Candidates have to secure a good position in the merit list to secure seat in their desired course."
263,JIS College of Engineering - [JISCE],no data found
264,Rayat Bahra University,"Rayat Bahra University offers more than 90 UG, PG, PhD and diploma courses in Engineering & Technology, Management Studies, Pharmaceutical Sciences, Hotel Management & Catering Technology, Law, Sciences, and Social Sciences."
265,Amity University,"Relatively new, Amity University, Raipur was established as one of the campuses in 2014. It is accredited by the UGC and currently offers more than 39 courses at graduate and postgraduate level. The main courses offered at the Raipur campus include B.Tech, B.Arch., B.Sc, BBA, Fashion Designing, Computer Science and Law. The University is inviting applications from the eligible candidates. | Candidates scoring an aggregate of 80% in class 12th (CBSE/ISC/State-Board) in 2016-17 qualify for direct admission. They are solely selected on the basis of Amity Application Form. While others have to follow admission procedure which may include entrance test, English language test, group discussion or personal interview. Every course has a different eligibility which should be strictly observed. Amity University, Raipur informs the candidates about the admission process through the Admission Micro Site. By logging in the micro site, the candidates can know about the status of their form (whether accepted or not). Once accepted, candidates are called for selection process which may be an entrance test, group discussion or personal interview. The date, time and venue are provided to the candidate along with receipt form. If the candidate is shortlisted, he or she is sent an admission letter via micro site to submit the college and hostel fees. The application procedure for UG and PG courses will commence from April, onwards."
266,IILM University,"IILM University Gurgaon, a private university was set up in 2018 in the present campus but it’s origin dates back to 1993 with the start of IILM Institute for higher education, Lodhi road, Delhi.  IILM University is one of the best business schools for MBA and PGDM in the country with 25 years of experience. The university has a global and national outlook supported by over 30 academic collaborations. IILM University, Gurgaon offers BBA, B.Sc., BA, B.Des, and B.Tech at the Undergraduate level. The University also offers MBA, M.Des, MA, M.Sc, and Master of Interior Design at the postgraduate level."
267,Cambridge Institute of Technology - [CiTech],"Cambridge Institute of Technology an Autonomous Institute is located in Bangalore, Karnataka. It is managed by Umesh Educational Trust and is affiliated with VTU, Belagavi. Further, CiTECH has accreditation from NAAC and NBA. The institute offers a Bachelor of Engineering in 8 specializations at the UG level. Candidates willing to take admission must produce a valid scorecard of the KCET/COMEDK exams. The final seat is allotted during the counselling round of the respective exam. | At the PG level, the institute offers M.Tech, MBA, and MCA. Admission to all three courses is granted based on the PGCET score. However, the institute also accepts GATE scores for M.Tech and KMAT scores for MBA and MCA. Cambridge Institute of Technology is ranked 49th in Karnataka among top private T-Schools by Data Quest CMR Survey and is given an AAAA rating in the Top Engineering Institute ranking survey by Digital Learning Magazine."
268,RC Patel Institute of Technology - [RCPIT],no data found
269,St. Francis Institute of Technology - [SFIT],"St. Francis Institute of Technology is an Engineering college located in Mumbai. Established in the year 1999, the college is affiliated to University of Mumbai. it offers UG, PG and Ph.D. degrees in various fields of Engineering."
270,ICFAI University,"The Institute of Chartered Financial Analysts of India (ICFAI) University, located in West Tripura was established in 2004. The institute is approved by UGC, NCTE and Distance Education Council (DEC). | ICFAI University offers career oriented UG, PG, PG Diploma and Research courses in the fields of Arts, Science, Education, Engineering, Computer Application, Law and Business Administration. It also offers distance courses in various disciplines."
271,Atharva College of Engineering,"Atharva College of Engineering was established in the year 1999. The college is affiliated to Mumbai University and is approved by All India Council for Technical Education (A.I.C.T.E.) and DTE, Government of Maharashtra. | Atharva College of Engineering offers B.Tech in 5 specializations. There are around 480 intakes of students every year in various specializations. The college also offers Lateral Entry to the second year of the course."
272,Don Bosco Institute of Technology - [DBIT],no data found
273,GNIOT Group of Institutions - [GNIOT],"Greater Noida Institute of Technology (GNIOT) is formed by Shri Ram Educational Trust, Noida. The Trust was formed in the year 2000 and the institute was established in the year 2001. It has been approved by AICTE and is affiliated to Dr. A.P.J. Abdul Kalam Technical University, Lucknow (APJAKTU). GNIOT Noida offers B.Tech, BBA, BCA, B.Com, B.Com (Hons.), B.Sc and BBA+MBA Integrated programs at UG level and M.Tech, PGDM, MCA and MBA courses at the PG level. | Direct Link To Apply for GNIOT Admissions"
274,Jeppiaar Engineering College,"Jeppiaar Engineering College offers 4 year full time Undergraduate programmes B.E and B.Tech. Hereby, B.E is offered for seven domains. B.Tech is offered for two domains. JEC also offers 4 year full time postgraduate programmes M.E and M.Tech. Hereby, M.E is offered for three domains. M.Tech is offered for one domain."
275,Karpagam College of Engineering - [KCE],"Karpagam College of Engineering, located in Coimbatore in the state of Tamil Nadu, was established in 2000. Affiliated to Anna University, Tamil Nadu, the institute provides BE/ B.Tech degree at undergraduate level and ME, MCA and MBA courses at post graduate level. Karpagam College of Engineering also offers Ph.D degree in five disciplines."
276,KIET Group of Institutions - [KIET],"KIET Ghaziabad Admission 2024 is regulated by the Affiliating university Dr APJ Abdul Kalam Technical University (Lucknow). To be admitted in B.Tech course, candidate should have a valid JEE Main score followed by UPTAC counselling. Whereas, admission to BPharm, MBA, and MCA are based on CUET Counselling, and MPharm and MTech admissions are regulated by the AKTU."
277,PES College of Engineering - [PESCOE],"PES College of Engineering (PESCOE) admission is based on various national and state-level entrance exams, followed by the counselling. PES college of Engineering offers various UG and PG, programs under various specializations. Admission to the flagship B.Tech program is done on the basis of JEE Main or MHT-CET scores followed by counselling. The institute accepts GATE scores for M.Tech admissions and counseling for the same is done through CCMT. | Candidates seeking admission at PES college of Engineering must apply for the entrance examination first and then for respective counselling for seat allocation. The admission process is completely online, interested candidates can apply online on the official website of the institute. Check PES College of Engineering Courses & Fees"
278,Raghu Engineering College - [REC],"Raghu Engineering College, established in the Academic year 2001, is affiliated with the Jawaharlal Nehru Technological University.The college offers B.Tech at the undergraduate level and M.Tech at postgraduate level. Admission in B.Tech is done through EAMCET. In order to take admission in M.Tech, eligible candidates will have to appear in GATE. When GATE Candidates are not available, admission will be given to TS PGECET qualified candidates on merit basis."
279,Symbiosis Institute of Technology - [SIT],"Symbiosis Institute of Technology (SIT) is a constituent unit of Symbiosis International University situated in Pune, Maharashtra. SIT Pune offers a four-year B.Tech degree in 5 disciplines, a two-year M.Tech degree in 4 specializations and PhD research program in Engineering. | Know about: SIT Pune Fees Structure"
280,Terna Engineering College Navi Mumbai,"Terna Engineering College, Navi Mumbai was established in 1991. The college is part of the Terna group of institutes and covers a large number of subject domains. | Terna Engineering College offers undergraduate programs in engineering and graduate programs in both engineering and management. It also offers Ph.D. programs in 4 subjects."
281,Vivekanand Education Society Institute of Technology - [VESIT],"Vivekanand Education Society's Institute of Technology also known as VESIT or V.E.S. Institute of Technology was established in the 1984 in the city of Mumbai, Maharashtra. It is currently affiliated with the University of Mumbai. | Vivekanand Education Society's Institute of Technology offers three courses at UG and PG level. The undergraduate courses are Bachelor of Engineering (BE) and BE Lateral. As far as postgraduate courses are concerned, the college offers Master of Engineering (ME) and Master of Computer Applications (MCA)."
282,Sreenidhi Institute of Science and Technology - [SNIST],"Sreenidhi Institute of Science and Technology (SNIST) offers 3 major programs with 18 specializations. Under the UG program, it offers B.Tech with 10 specializations. Under its PG program, SNIST offers M.Tech with 7 specializations. In addition, the institute has an MBA program. Admission to the institute is based on the entrance exam conducted by JNTUH. For such programs, applications will be available online.
SNIST conducts its admission process through: | SNIST was established in 1997 by Sree Group of Industries. SNIST is an autonomous institute approved by AICTE and accredited A-Grade by NAAC."
283,Paavai Engineering College (Autonomous),"Paavai Engineering College was established in the year 2001 in Namakkal, Tamil Nadu. The college is affiliated with Anna University, Chennai. | The College runs BE and B.Tech course at UG level. Paavai Engineering College also offers ME, MBA and MCA programs at PG level."
284,Assam Don Bosco University - [ADBU],"Established in 2008, Assam Don Bosco University is run by the Don Bosco Society, Azara, Guwahati. The university has three campuses in Assam– Azara, Tapesia, and Kharguli. The university is accredited by NAAC."
285,RK University - [RKU],"RK University offers Diploma, Under Graduate, Post Graduate and PhD. Programmes to students. Under UG domain, it offers B. Tech, BAMS, B.Sc., BCA, BBA, B. Com, B. Pharm, Pharm D, and BPT programmes. Under PG domain, it offers M. Tech, M.Sc., MCA, MBA, M. Pharm and MPT. | RK University was established in 2009. The courses offered by this University are recognized by UGC, PCI, IAP, AICTE etc. It was awarded as most promising Engineering Institute in Gujarat by Times Research/ India News."
286,Baddi University of Emerging Sciences and Technologies - [BUEST],"Since 2000, Baddi University of Emerging Sciences and Technologies (BUEST) has been delivering quality education in the technical field. The university offers various UG, PG, diploma, and Ph.D. courses across different streams such as Science & Engineering, Pharmacy, Commerce, Hotel Management, and the list goes on. It is a fast-growing institute with a strength of over 2,500 students, situated in the district of Solan in Himachal Pradesh. Admission to many professional courses in Baddi University is based on Merit Examination conducted by the University or Central/State government agencies. | Check BUEST Baddi Reviews"
287,Sai Nath University,"Sai Nath University was established in 2012 under the guidance of UGC act 1956.  Sai Nath University offers admission to the various UG and PG courses along with Diploma, Advanced Diploma and PG Diploma programmes. 10+2 qualified students can avail admission to the UG courses. Graduation Degree holders can apply for admission to the PG courses. Admission to all the courses are done on the basis of marks secured in the qualifying exam. Selection will be based on merit or for some courses through an entrance exam conducted by the University"
288,GITAM,"Gandhi Institute of Technology and Management was established in the year 2012. It is deemed to be a university and is accredited by NAAC 'A++' Grade. It has 3 campuses at Visakhapatnam, Hyderabad and Bangalore."
289,Yenepoya University,"Yenepoya University is a deemed university which was established in 2008, situated in  Mangalore, Karnataka. The university is recognized by University Grants Commission (UGC), and Ministry of Human Resource Development. The university offers a wide range of Medical courses at UG, PG and Doctoral level. | Candidates seeking admission in MBBS and BDS program have to appear in National Eligibility Cum Entrance Test (NEET UG) conducted by the CBSE as per the norms of Supreme court."
290,DAV University,"DAV University is a private university located in Jalandhar, Punjab. It was founded in 2013 under the aegis of DAV Trust. At present, the university offers various UG, PG and Doctoral courses in the field of Engineering, Arts, Commerce, Education, Science, Computer Applications and Management. Application form for all the courses offered by DAV University can be filled online or from the university campus on payment of INR 1000 as application fee."
291,Pacific University,"Pacific University (formally known as ""Pacific Academy of Higher Education And Research University"" (PAHER) is a Private university located Udaipur, Rajasthan, India. It was established in 2010 by the PAHER Society. | Pacific University provides numerous UG, PG and Ph.D. courses in the field of Engineering, Dental, Education, Management, Law, Science, Pharmacy and Architecture. The University also offers Diploma and PG Diploma courses in various specializations. Application form can be filled online or in offline mode."
292,ICFAI University,"ICFAI University, Dehradun campus was established in 2003. It is sponsored by Institute of Chartered Financial Analysis of India. It is recognized by UGC, Distance Education Council (DEC) and Bar Council of India (BCI). The university is also a member of the Association of Commonwealth Universities, London and Member of the Association of Indian Universities, New Delhi."
293,KCG College of Technology,"KCG College of Technology, Chennai was established in 1998. It is affiliated to Anna University. It offers BE/B.Tech at UG and M.E at PG levels. The college also offers Ph.D. in various specializations. | Direct Link To Apply for KCG College of Technology Admission"
