Serial No.,College Name,Course Name,Cutoff Mark
238,Thadomal Shahani Engineering College - [TSEC],"BE Chemical Engineering
Compare",6471
239,Velammal Engineering College - [VEC],"B.Tech Artificial Intelligence and Data Science
Compare",17369
239,Velammal Engineering College - [VEC],"B.Tech Information Technology
Compare",19656
239,Velammal Engineering College - [VEC],"BE Electrical and Electronics Engineering
Compare",24030
239,Velammal Engineering College - [VEC],"BE Cyber Security
Compare",24151
239,Velammal Engineering College - [VEC],"BE Electronics & Communication Engineering
Compare",25505
239,Velammal Engineering College - [VEC],"MBA Banking
Compare",90
239,Velammal Engineering College - [VEC],"MBA Finance
Compare",90
239,Velammal Engineering College - [VEC],"MBA Human Resource Management
Compare",90
239,Velammal Engineering College - [VEC],"MBA Information Technology
Compare",90
239,Velammal Engineering College - [VEC],"MBA Marketing
Compare",90
240,Oriental University - [OU],No data found,No data found
241,University of Science and Technology - [USTM],No data found,No data found
242,Guru Kashi University,No data found,No data found
243,Noida International University - [NIU],No data found,No data found
244,Central Institute of Technology - [CIT],"B.Tech Computer Science Engineering
Compare",45771
244,Central Institute of Technology - [CIT],"B.Tech Electronics & Communication Engineering
Compare",53183
244,Central Institute of Technology - [CIT],"B.Tech Instrumentation Engineering
Compare",60716
244,Central Institute of Technology - [CIT],"B.Tech Civil Engineering
Compare",61195
244,Central Institute of Technology - [CIT],"B.Tech Food Engineering
Compare",64498
244,Central Institute of Technology - [CIT],"B.Tech Computer Science Engineering
Compare",105766
244,Central Institute of Technology - [CIT],"B.Tech Electronics & Communication Engineering
Compare",135922
244,Central Institute of Technology - [CIT],"B.Tech Instrumentation Engineering
Compare",163966
244,Central Institute of Technology - [CIT],"B.Tech Civil Engineering
Compare",211678
244,Central Institute of Technology - [CIT],"B.Tech Food Engineering
Compare",256338
244,Central Institute of Technology - [CIT],"M.Tech Computer Science and Engineering
Compare",491
244,Central Institute of Technology - [CIT],"M.Tech Food Engineering and Technology
Compare",467
245,Vidyalankar Institute of Technology - [VIT],BE Computer Science & Electronic Engineering,89.48
245,Vidyalankar Institute of Technology - [VIT],BE Electronics & Telecom Engineering,85.58
245,Vidyalankar Institute of Technology - [VIT],BE Biomedical Engineering,55.12
245,Vidyalankar Institute of Technology - [VIT],BE Computer Engineering,-
245,Vidyalankar Institute of Technology - [VIT],BE (Information Technology),-
245,Vidyalankar Institute of Technology - [VIT],MMS,81.95
245,Vidyalankar Institute of Technology - [VIT],BE Computer Engineering,4897
245,Vidyalankar Institute of Technology - [VIT],BE (Information Technology),6640
245,Vidyalankar Institute of Technology - [VIT],BE Computer Science & Electronic Engineering,10340
245,Vidyalankar Institute of Technology - [VIT],BE Electronics & Telecom Engineering,12909
245,Vidyalankar Institute of Technology - [VIT],BE Biomedical Engineering,31269
245,Vidyalankar Institute of Technology - [VIT],BE Computer Engineering,4897
245,Vidyalankar Institute of Technology - [VIT],BE (Information Technology),6640
245,Vidyalankar Institute of Technology - [VIT],BE Computer Science & Electronic Engineering,10340
245,Vidyalankar Institute of Technology - [VIT],BE Electronics & Telecom Engineering,12909
245,Vidyalankar Institute of Technology - [VIT],BE Biomedical Engineering,31269
246,Madhav University - [MU],B.Sc (Hons.) Agriculture,22.923
247,Graphic Era Hill University - [GEHU],No data found,No data found
248,University of Engineering and Management - [UEM],"B.Tech Computer Science Engineering
Compare",4146
248,University of Engineering and Management - [UEM],"B.Tech Artificial Intelligence and Machine Learning
Compare",7507
248,University of Engineering and Management - [UEM],"B.Tech Computer Science and Information Technology
Compare",7966
248,University of Engineering and Management - [UEM],"B.Tech Computer Science and Technology
Compare",9667
248,University of Engineering and Management - [UEM],"B.Tech Internet of Things & Cyber Security Including Blockchain Technology
Compare",10743
248,University of Engineering and Management - [UEM],"B.Tech Computer Science Engineering
Compare",4146
248,University of Engineering and Management - [UEM],"B.Tech Artificial Intelligence and Machine Learning
Compare",7507
248,University of Engineering and Management - [UEM],"B.Tech Computer Science and Information Technology
Compare",7966
248,University of Engineering and Management - [UEM],"B.Tech Computer Science and Technology
Compare",9667
248,University of Engineering and Management - [UEM],"B.Tech Internet of Things & Cyber Security Including Blockchain Technology
Compare",10743
248,University of Engineering and Management - [UEM],"MCA
Compare",999
249,Mangalayatan University,No data found,No data found
250,Assam down town University - [ADTU],No data found,No data found
251,Amity University,MBA,70
251,Amity University,MBA Advertising Management & Public Relations,70
251,Amity University,MBA,70
251,Amity University,MBA,67
251,Amity University,MBA Advertising Management & Public Relations,67
251,Amity University,MBA,67
251,Amity University,MBA,65
251,Amity University,MBA Advertising Management & Public Relations,65
252,GSFC University,"B.Tech (Lateral) Computer Science & Engineering
Compare",16466
252,GSFC University,"B.Tech Chemical Engineering
Compare",16722
252,GSFC University,"B.Tech Fire & Environment, Health, Safety
Compare",38344
252,GSFC University,"B.Tech Computer Science Engineering
Compare",-
252,GSFC University,"B.Tech Chemical Engineering
Compare",16722
252,GSFC University,"B.Tech Fire & Environment, Health, Safety
Compare",38344
252,GSFC University,"M.Tech Computer Science and Engineering
Compare",3101208
252,GSFC University,"B.Tech Fire & Environment, Health, Safety
Compare",9737
252,GSFC University,"B.Tech Chemical Engineering
Compare",26305
252,GSFC University,"B.Tech Computer Science Engineering
Compare",26475
253,Federal Institute of Science and Technology - [FISAT],"B.Tech Computer Science Engineering
Compare",8745
253,Federal Institute of Science and Technology - [FISAT],"B.Tech Electronics & Communication Engineering
Compare",11445
253,Federal Institute of Science and Technology - [FISAT],"B.Tech Computer Science and Design
Compare",17049
253,Federal Institute of Science and Technology - [FISAT],"B.Tech Electrical and Electronics Engineering
Compare",18315
253,Federal Institute of Science and Technology - [FISAT],"B.Tech Electronics and Instrumentation Engineering
Compare",27940
253,Federal Institute of Science and Technology - [FISAT],"MBA Finance
Compare",72
253,Federal Institute of Science and Technology - [FISAT],"MBA Human Resource Management
Compare",72
253,Federal Institute of Science and Technology - [FISAT],"MBA Marketing
Compare",72
253,Federal Institute of Science and Technology - [FISAT],"MBA Operations Management
Compare",72
253,Federal Institute of Science and Technology - [FISAT],"MBA Systems Management
Compare",72
254,Galgotias College of Engineering and Technology - [GCET],"B.Tech (Lateral) Computer Science & Engineering
Compare",2010
254,Galgotias College of Engineering and Technology - [GCET],"B.Tech (Lateral) Mechanical Engineering
Compare",4037
254,Galgotias College of Engineering and Technology - [GCET],"B.Tech (Lateral) Information Technology
Compare",6076
254,Galgotias College of Engineering and Technology - [GCET],"B.Tech (Lateral) Electrical Engineering
Compare",7512
254,Galgotias College of Engineering and Technology - [GCET],"B.Tech (Lateral) Electronics & Communication Engineering
Compare",7710
254,Galgotias College of Engineering and Technology - [GCET],"B.Tech Computer Science Engineering
Compare",120014
254,Galgotias College of Engineering and Technology - [GCET],"B.Tech Artificial Intelligence
Compare",179272
254,Galgotias College of Engineering and Technology - [GCET],"B.Tech Data Science
Compare",184138
254,Galgotias College of Engineering and Technology - [GCET],"B.Tech Information Technology
Compare",186779
254,Galgotias College of Engineering and Technology - [GCET],"B.Tech Computer Science and Design
Compare",190568
254,Galgotias College of Engineering and Technology - [GCET],"B.Tech Computer Science Engineering
Compare",77497
254,Galgotias College of Engineering and Technology - [GCET],"B.Tech Artificial Intelligence
Compare",102910
254,Galgotias College of Engineering and Technology - [GCET],"B.Tech Data Science
Compare",113500
254,Galgotias College of Engineering and Technology - [GCET],"B.Tech Information Technology
Compare",125852
254,Galgotias College of Engineering and Technology - [GCET],"B.Tech Data Science and Artificial Intelligence
Compare",158488
255,Global Academy of Technology - [GAT],BE Computer Science and Engineering,23322
255,Global Academy of Technology - [GAT],BE Artificial Intelligence,27234
255,Global Academy of Technology - [GAT],BE Information Science & Engineering,27249
255,Global Academy of Technology - [GAT],BE Artificial Intelligence and Data Science,27983
255,Global Academy of Technology - [GAT],BE Artificial Intelligence & Machine Learning,28265
255,Global Academy of Technology - [GAT],M.Tech Structural Engineering,3269
255,Global Academy of Technology - [GAT],M.Tech Computer Science and Engineering,3882
255,Global Academy of Technology - [GAT],MBA Finance,4520
255,Global Academy of Technology - [GAT],MBA Human Resource Management,4520
255,Global Academy of Technology - [GAT],MBA Marketing Management,4520
255,Global Academy of Technology - [GAT],BE Computer Science and Engineering,26511
255,Global Academy of Technology - [GAT],BE Artificial Intelligence & Machine Learning,28676
255,Global Academy of Technology - [GAT],BE Computer Science and Engineering (Artificial Intelligence and Machine),28806
255,Global Academy of Technology - [GAT],BE Artificial Intelligence and Data Science,30735
255,Global Academy of Technology - [GAT],BE Information Science & Engineering,32593
256,HKBK Group of Institutions,"B.Tech Computer Science Engineering
Compare",50000
256,HKBK Group of Institutions,"B.Tech Artificial Intelligence and Machine Learning
Compare",52690
256,HKBK Group of Institutions,"B.Tech Information Science & Engineering
Compare",62777
256,HKBK Group of Institutions,"B.Tech Electronics & Communication Engineering
Compare",69799
256,HKBK Group of Institutions,"B.Tech Mechanical Engineering
Compare",136362
256,HKBK Group of Institutions,"MBA
Compare",60
257,Sri Vasavi Engineering College - [SVEC],B.Tech Artificial Intelligence and Machine Learning,25288
257,Sri Vasavi Engineering College - [SVEC],B.Tech Computer Science and Technology,27904
257,Sri Vasavi Engineering College - [SVEC],B.Tech Artificial Intelligence,30262
257,Sri Vasavi Engineering College - [SVEC],B.Tech Electronics & Communication Engineering,36837
257,Sri Vasavi Engineering College - [SVEC],B.Tech Electronics & Communication Technology,45771
257,Sri Vasavi Engineering College - [SVEC],Diploma in Mechanical Engineering,59328
257,Sri Vasavi Engineering College - [SVEC],Diploma in Electronics and Communication Engineering,105470
257,Sri Vasavi Engineering College - [SVEC],Diploma in Electrical & Electronics Engineering,108479
257,Sri Vasavi Engineering College - [SVEC],Diploma in Computer Engineering,115887
258,Uka Tarsadia University,"B.Tech Artificial Intelligence and Machine Learning
Compare",29572.5
258,Uka Tarsadia University,"B.Tech Computer Engineering
Compare",37926
258,Uka Tarsadia University,"B.Tech Information Technology
Compare",38467
258,Uka Tarsadia University,"B.Tech Cyber Security
Compare",38720
258,Uka Tarsadia University,"B.Tech Computer Science Engineering
Compare",38804
258,Uka Tarsadia University,"B.Tech Artificial Intelligence and Machine Learning
Compare",29572.5
258,Uka Tarsadia University,"B.Tech Computer Engineering
Compare",37926
258,Uka Tarsadia University,"B.Tech Information Technology
Compare",38467
258,Uka Tarsadia University,"B.Tech Cyber Security
Compare",38720
258,Uka Tarsadia University,"B.Tech Computer Science Engineering
Compare",38804
258,Uka Tarsadia University,"B.Tech Computer Science Engineering
Compare",2843
258,Uka Tarsadia University,"B.Tech Information Technology
Compare",5868
258,Uka Tarsadia University,"B.Tech Computer Engineering
Compare",8523
258,Uka Tarsadia University,"B.Tech Cloud Computing
Compare",8523
258,Uka Tarsadia University,"B.Tech Cyber Security
Compare",8523
259,AKS University - [AKSU],No data found,No data found
260,ITM University,"B.Tech Computer Science Engineering
Compare",737343
260,ITM University,"B.Tech Mechanical Engineering
Compare",889112
260,ITM University,"B.Tech Data Science & Machine Learning
Compare",1050515
260,ITM University,"B.Tech Electronics & Communication Engineering
Compare",1089622
260,ITM University,"B.Tech Information Technology
Compare",1111852
261,Jagannath University,MBA Finance,25
261,Jagannath University,MBA Human Resource Management,25
261,Jagannath University,MBA Marketing,25
261,Jagannath University,MBA Digital Marketing,25
261,Jagannath University,MBA Agribusiness,25
261,Jagannath University,MBA Financial Services,25
261,Jagannath University,MBA International Business,25
261,Jagannath University,MBA Family Business & Entreprenership,25
261,Jagannath University,MBA Hospital Administration,25
261,Jagannath University,MBA Operations & Supply Chain Management,25
261,Jagannath University,MBA Business Analytics,25
262,Babu Banarasi Das University - [BBDU],"B.Tech Computer Science Engineering
Compare",284606
262,Babu Banarasi Das University - [BBDU],"B.Tech Information Technology
Compare",555839
262,Babu Banarasi Das University - [BBDU],"B.Tech Mechanical Engineering
Compare",656905
262,Babu Banarasi Das University - [BBDU],"B.Tech Civil Engineering
Compare",660523
262,Babu Banarasi Das University - [BBDU],"B.Tech Electrical Engineering
Compare",748266
262,Babu Banarasi Das University - [BBDU],"MBA
Compare",50
263,JIS College of Engineering - [JISCE],"B.Tech Computer Science Engineering
Compare",40772
263,JIS College of Engineering - [JISCE],"B.Tech Biomedical Engineering
Compare",44218
263,JIS College of Engineering - [JISCE],"B.Tech Agricultural Engineering
Compare",44433
263,JIS College of Engineering - [JISCE],"B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning)
Compare",51299
263,JIS College of Engineering - [JISCE],"B.Tech Information Technology
Compare",73296
263,JIS College of Engineering - [JISCE],"B.Tech Computer Science Engineering
Compare",40772
263,JIS College of Engineering - [JISCE],"B.Tech Biomedical Engineering
Compare",44218
263,JIS College of Engineering - [JISCE],"B.Tech Agricultural Engineering
Compare",44433
263,JIS College of Engineering - [JISCE],"B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning)
Compare",51299
263,JIS College of Engineering - [JISCE],"B.Tech Information Technology
Compare",73296
263,JIS College of Engineering - [JISCE],"B.Tech (Lateral) Civil Engineering
Compare",6395
263,JIS College of Engineering - [JISCE],"B.Tech (Lateral) Information Technology
Compare",6400
263,JIS College of Engineering - [JISCE],"B.Tech (Lateral) Agricultural Engineering
Compare",6709
263,JIS College of Engineering - [JISCE],"B.Tech (Lateral) Mechanical Engineering
Compare",7263
263,JIS College of Engineering - [JISCE],"B.Tech (Lateral) Electronics & Communication Engineering
Compare",7301
263,JIS College of Engineering - [JISCE],"MCA
Compare",3113
264,Rayat Bahra University,No data found,No data found
265,Amity University,"MBA Human Resource Management
Compare",75
265,Amity University,"MBA International Business
Compare",75
265,Amity University,"MBA Sales & Marketing
Compare",75
265,Amity University,"MBA International
Compare",75
266,IILM University,No data found,No data found
267,Cambridge Institute of Technology - [CiTech],BE Computer Science and Engineering,26196
267,Cambridge Institute of Technology - [CiTech],BE Data Science,31379
267,Cambridge Institute of Technology - [CiTech],BE Information Science & Engineering,33082
267,Cambridge Institute of Technology - [CiTech],BE IOT & Cyber Security Including Blockchain,33989
267,Cambridge Institute of Technology - [CiTech],BE Electronics & Communication Engineering,39181
267,Cambridge Institute of Technology - [CiTech],MCA,2756
267,Cambridge Institute of Technology - [CiTech],M.Tech Computer Science and Engineering,5057
267,Cambridge Institute of Technology - [CiTech],MBA Marketing Management,5616
267,Cambridge Institute of Technology - [CiTech],MBA Finance,5616
267,Cambridge Institute of Technology - [CiTech],MBA Human Resource Management,5616
267,Cambridge Institute of Technology - [CiTech],BE Data Science,20795
267,Cambridge Institute of Technology - [CiTech],BE Artificial Intelligence & Machine Learning,21151
267,Cambridge Institute of Technology - [CiTech],BE IOT & Cyber Security Including Blockchain,23033
267,Cambridge Institute of Technology - [CiTech],BE Information Science & Engineering,25016
267,Cambridge Institute of Technology - [CiTech],BE Computer Science and Engineering,30822
268,RC Patel Institute of Technology - [RCPIT],B.Tech Computer Engineering,88.14
268,RC Patel Institute of Technology - [RCPIT],B.Tech Artificial Intelligence and Machine Learning,82.46
268,RC Patel Institute of Technology - [RCPIT],B.Tech Data Science,80.97
268,RC Patel Institute of Technology - [RCPIT],B.Tech Electronics & Telecommunication Engineering,77.83
268,RC Patel Institute of Technology - [RCPIT],B.Tech Electrical Engineering,69.8
268,RC Patel Institute of Technology - [RCPIT],B.Tech Computer Engineering,14694
268,RC Patel Institute of Technology - [RCPIT],B.Tech Artificial Intelligence and Machine Learning,14930
268,RC Patel Institute of Technology - [RCPIT],B.Tech Data Science,16502
268,RC Patel Institute of Technology - [RCPIT],B.Tech Electronics & Telecommunication Engineering,24329
268,RC Patel Institute of Technology - [RCPIT],B.Tech Electrical Engineering,27922
268,RC Patel Institute of Technology - [RCPIT],B.Tech Computer Engineering,14694
268,RC Patel Institute of Technology - [RCPIT],B.Tech Artificial Intelligence and Machine Learning,14930
268,RC Patel Institute of Technology - [RCPIT],B.Tech Data Science,16502
268,RC Patel Institute of Technology - [RCPIT],B.Tech Electronics & Telecommunication Engineering,24329
268,RC Patel Institute of Technology - [RCPIT],B.Tech Electrical Engineering,27922
268,RC Patel Institute of Technology - [RCPIT],MCA,25.17
269,St. Francis Institute of Technology - [SFIT],"BE Computer Engineering
Compare",95.85
269,St. Francis Institute of Technology - [SFIT],"BE (Information Technology)
Compare",95.3
269,St. Francis Institute of Technology - [SFIT],"BE Electronics & Telecom Engineering
Compare",91.32
269,St. Francis Institute of Technology - [SFIT],"BE Electrical Engineering
Compare",86.86
269,St. Francis Institute of Technology - [SFIT],"BE Mechanical Engineering
Compare",86.2
269,St. Francis Institute of Technology - [SFIT],"BE Computer Engineering
Compare",5747
269,St. Francis Institute of Technology - [SFIT],"BE (Information Technology)
Compare",6721
269,St. Francis Institute of Technology - [SFIT],"BE Electrical Engineering
Compare",11940
269,St. Francis Institute of Technology - [SFIT],"BE Electronics & Telecom Engineering
Compare",13016
269,St. Francis Institute of Technology - [SFIT],"BE Mechanical Engineering
Compare",17041
269,St. Francis Institute of Technology - [SFIT],"BE Computer Engineering
Compare",5747
269,St. Francis Institute of Technology - [SFIT],"BE (Information Technology)
Compare",6721
269,St. Francis Institute of Technology - [SFIT],"BE Electrical Engineering
Compare",11940
269,St. Francis Institute of Technology - [SFIT],"BE Electronics & Telecom Engineering
Compare",13016
269,St. Francis Institute of Technology - [SFIT],"BE Mechanical Engineering
Compare",17041
270,ICFAI University,No data found,No data found
271,Atharva College of Engineering,"BE Computer Engineering
Compare",92.23
271,Atharva College of Engineering,"BE (Information Technology)
Compare",91.37
271,Atharva College of Engineering,"BE Electronics and Computer Engineering
Compare",88.12
271,Atharva College of Engineering,"BE Electronics & Telecom Engineering
Compare",84.49
271,Atharva College of Engineering,"BE Electrical Engineering
Compare",67.86
271,Atharva College of Engineering,"BE Computer Engineering
Compare",9497
271,Atharva College of Engineering,"BE (Information Technology)
Compare",12660
271,Atharva College of Engineering,"BE Electronics and Computer Engineering
Compare",19350
271,Atharva College of Engineering,"BE Electronics & Telecom Engineering
Compare",27635
271,Atharva College of Engineering,"BE Electrical Engineering
Compare",33723
271,Atharva College of Engineering,"BE Computer Engineering
Compare",9497
271,Atharva College of Engineering,"BE (Information Technology)
Compare",12660
271,Atharva College of Engineering,"BE Electronics and Computer Engineering
Compare",19350
271,Atharva College of Engineering,"BE Electronics & Telecom Engineering
Compare",27635
271,Atharva College of Engineering,"BE Electrical Engineering
Compare",33723
272,Don Bosco Institute of Technology - [DBIT],BE Computer Engineering,95.9
272,Don Bosco Institute of Technology - [DBIT],BE (Information Technology),95.58
272,Don Bosco Institute of Technology - [DBIT],BE Electronics & Telecom Engineering,88.5
272,Don Bosco Institute of Technology - [DBIT],BE Mechanical Engineering,69.28
272,Don Bosco Institute of Technology - [DBIT],BE Computer Engineering,4493
272,Don Bosco Institute of Technology - [DBIT],BE (Information Technology),6561
272,Don Bosco Institute of Technology - [DBIT],BE Electronics & Telecom Engineering,11778
272,Don Bosco Institute of Technology - [DBIT],BE Mechanical Engineering,24676
272,Don Bosco Institute of Technology - [DBIT],BE Computer Engineering,4493
272,Don Bosco Institute of Technology - [DBIT],BE (Information Technology),6561
272,Don Bosco Institute of Technology - [DBIT],BE Electronics & Telecom Engineering,11778
272,Don Bosco Institute of Technology - [DBIT],BE Mechanical Engineering,24676
273,GNIOT Group of Institutions - [GNIOT],"MCA
Compare",13552
273,GNIOT Group of Institutions - [GNIOT],"B.Tech Computer Science Engineering
Compare",313953
273,GNIOT Group of Institutions - [GNIOT],"B.Tech Artificial Intelligence and Machine Learning
Compare",336493
273,GNIOT Group of Institutions - [GNIOT],"B.Tech Artificial Intelligence
Compare",364635
273,GNIOT Group of Institutions - [GNIOT],"B.Tech Information Technology
Compare",367778
273,GNIOT Group of Institutions - [GNIOT],"B.Tech Computer Science Engineering
Compare",313953
273,GNIOT Group of Institutions - [GNIOT],"B.Tech Artificial Intelligence and Machine Learning
Compare",336493
273,GNIOT Group of Institutions - [GNIOT],"B.Tech Artificial Intelligence
Compare",364635
273,GNIOT Group of Institutions - [GNIOT],"B.Tech Information Technology
Compare",367778
273,GNIOT Group of Institutions - [GNIOT],"B.Tech Data Science
Compare",387768
273,GNIOT Group of Institutions - [GNIOT],"B.Tech Mechanical Engineering
Compare",397926
273,GNIOT Group of Institutions - [GNIOT],"B.Tech Computer Science Engineering
Compare",-
273,GNIOT Group of Institutions - [GNIOT],"B.Tech Artificial Intelligence and Machine Learning
Compare",-
273,GNIOT Group of Institutions - [GNIOT],"B.Tech Artificial Intelligence
Compare",-
273,GNIOT Group of Institutions - [GNIOT],"B.Tech Information Technology
Compare",-
273,GNIOT Group of Institutions - [GNIOT],"B.Tech Computer Science Engineering
Compare",151726
273,GNIOT Group of Institutions - [GNIOT],"B.Tech Information Technology
Compare",154086
274,Jeppiaar Engineering College,BE Computer Science and Engineering,25959
274,Jeppiaar Engineering College,B.Tech Artificial Intelligence and Data Science,-
274,Jeppiaar Engineering College,B.Tech Information Technology,-
274,Jeppiaar Engineering College,BE Electronics & Communication Engineering,-
274,Jeppiaar Engineering College,BE Electrical and Electronics Engineering,-
274,Jeppiaar Engineering College,MCA,2462
275,Karpagam College of Engineering - [KCE],"BE Computer Science and Engineering
Compare",16373
275,Karpagam College of Engineering - [KCE],"BE Cyber Security
Compare",17540
275,Karpagam College of Engineering - [KCE],"B.Tech Artificial Intelligence and Data Science
Compare",18513
275,Karpagam College of Engineering - [KCE],"B.Tech Information Technology
Compare",20196
275,Karpagam College of Engineering - [KCE],"BE Mechanical Engineering
Compare",21293
275,Karpagam College of Engineering - [KCE],"MCA
Compare",387
276,KIET Group of Institutions - [KIET],"B.Tech (Lateral) Computer Science & Engineering
Compare",738
276,KIET Group of Institutions - [KIET],"B.Pharma (Lateral)
Compare",1197
276,KIET Group of Institutions - [KIET],"B.Tech {Lateral} Artificial Intelligence and Machine Learning
Compare",3594
276,KIET Group of Institutions - [KIET],"B.Tech (Lateral) Mechanical Engineering
Compare",4315
276,KIET Group of Institutions - [KIET],"B.Tech (Lateral) Computer Science
Compare",4847
276,KIET Group of Institutions - [KIET],"B.Tech Computer Science Engineering
Compare",90459
276,KIET Group of Institutions - [KIET],"B.Tech Artificial Intelligence and Machine Learning
Compare",110436
276,KIET Group of Institutions - [KIET],"B.Tech Information Technology
Compare",121787
276,KIET Group of Institutions - [KIET],"B.Tech Artificial Intelligence
Compare",122326
276,KIET Group of Institutions - [KIET],"B.Tech Computer Science
Compare",123300
276,KIET Group of Institutions - [KIET],"B.Tech Mechanical Engineering
Compare",770428
277,PES College of Engineering - [PESCOE],B.Tech Computer Science Engineering,76.93
277,PES College of Engineering - [PESCOE],B.Tech Data Science,57.41
277,PES College of Engineering - [PESCOE],B.Tech Electronics and Computer Engineering,48.87
277,PES College of Engineering - [PESCOE],B.Tech Electrical Engineering,40.28
277,PES College of Engineering - [PESCOE],B.Tech Civil Engineering,35.38
277,PES College of Engineering - [PESCOE],B.Tech Computer Science Engineering,28782
277,PES College of Engineering - [PESCOE],B.Tech Data Science,45361
277,PES College of Engineering - [PESCOE],B.Tech Civil Engineering,57726
277,PES College of Engineering - [PESCOE],B.Tech Electronics and Computer Engineering,58119
277,PES College of Engineering - [PESCOE],B.Tech Mechanical & Automation Engineering,-
277,PES College of Engineering - [PESCOE],B.Tech Computer Science Engineering,28782
277,PES College of Engineering - [PESCOE],B.Tech Data Science,45361
277,PES College of Engineering - [PESCOE],B.Tech Civil Engineering,57726
277,PES College of Engineering - [PESCOE],B.Tech Electronics and Computer Engineering,58119
278,Raghu Engineering College - [REC],"B.Tech Electronics & Communication Engineering
Compare",35614
278,Raghu Engineering College - [REC],"B.Tech Computer Science Engineering
Compare",35912
278,Raghu Engineering College - [REC],"B.Tech Cyber Security
Compare",37127
278,Raghu Engineering College - [REC],"B.Tech Internet of Things
Compare",41423
278,Raghu Engineering College - [REC],"B.Tech Artificial Intelligence and Machine Learning
Compare",43859
278,Raghu Engineering College - [REC],"B.Tech Data Science
Compare",44050
278,Raghu Engineering College - [REC],"B.Tech Electrical and Electronics Engineering
Compare",48677
278,Raghu Engineering College - [REC],"B.Tech Civil Engineering
Compare",84263
278,Raghu Engineering College - [REC],"B.Tech Mechanical Engineering
Compare",91604
279,Symbiosis Institute of Technology - [SIT],No data found,No data found
280,Terna Engineering College Navi Mumbai,BE Computer Engineering,86.14
280,Terna Engineering College Navi Mumbai,BE Artificial Intelligence and Data Science,83.03
280,Terna Engineering College Navi Mumbai,BE (Information Technology),81.84
280,Terna Engineering College Navi Mumbai,BE Electronics & Telecom Engineering,25.06
280,Terna Engineering College Navi Mumbai,BE Electronics Engineering,21.62
280,Terna Engineering College Navi Mumbai,BE Computer Engineering,12400
280,Terna Engineering College Navi Mumbai,BE (Information Technology),12934
280,Terna Engineering College Navi Mumbai,BE Artificial Intelligence and Data Science,14675
280,Terna Engineering College Navi Mumbai,BE Electronics & Telecom Engineering,29363
280,Terna Engineering College Navi Mumbai,BE Electronics Engineering,38910
280,Terna Engineering College Navi Mumbai,BE Computer Engineering,12400
280,Terna Engineering College Navi Mumbai,BE (Information Technology),12934
280,Terna Engineering College Navi Mumbai,BE Artificial Intelligence and Data Science,14675
280,Terna Engineering College Navi Mumbai,BE Electronics & Telecom Engineering,29363
280,Terna Engineering College Navi Mumbai,BE Electronics Engineering,38910
281,Vivekanand Education Society Institute of Technology - [VESIT],BE Computer Engineering,98.69
281,Vivekanand Education Society Institute of Technology - [VESIT],BE (Information Technology),98.21
281,Vivekanand Education Society Institute of Technology - [VESIT],BE Artificial Intelligence and Data Science,97.97
281,Vivekanand Education Society Institute of Technology - [VESIT],BE Electronics & Telecom Engineering,96.16
281,Vivekanand Education Society Institute of Technology - [VESIT],BE Robotics and Automation,95.35
281,Vivekanand Education Society Institute of Technology - [VESIT],BE Computer Engineering,2442
281,Vivekanand Education Society Institute of Technology - [VESIT],BE (Information Technology),3457
281,Vivekanand Education Society Institute of Technology - [VESIT],BE Artificial Intelligence and Data Science,4243
281,Vivekanand Education Society Institute of Technology - [VESIT],BE Computer Science & Electronic Engineering,4553
281,Vivekanand Education Society Institute of Technology - [VESIT],BE Electronics & Telecom Engineering,6889
281,Vivekanand Education Society Institute of Technology - [VESIT],MCA,98.32
281,Vivekanand Education Society Institute of Technology - [VESIT],BE Computer Engineering,2442
281,Vivekanand Education Society Institute of Technology - [VESIT],BE (Information Technology),3457
281,Vivekanand Education Society Institute of Technology - [VESIT],BE Artificial Intelligence and Data Science,4243
281,Vivekanand Education Society Institute of Technology - [VESIT],BE Computer Science & Electronic Engineering,4553
281,Vivekanand Education Society Institute of Technology - [VESIT],BE Electronics & Telecom Engineering,6889
282,Sreenidhi Institute of Science and Technology - [SNIST],"B.Tech Data Science
Compare",12314
282,Sreenidhi Institute of Science and Technology - [SNIST],"B.Tech Cyber Security
Compare",12906
282,Sreenidhi Institute of Science and Technology - [SNIST],"B.Tech Information Technology
Compare",15314
282,Sreenidhi Institute of Science and Technology - [SNIST],"B.Tech Electronics & Communication Engineering
Compare",22286
282,Sreenidhi Institute of Science and Technology - [SNIST],"B.Tech Computer Science Engineering
Compare",26050
282,Sreenidhi Institute of Science and Technology - [SNIST],"MBA
Compare",18217
283,Paavai Engineering College (Autonomous),BE Biomedical Engineering,6402
283,Paavai Engineering College (Autonomous),B.Tech Information Technology,18033
283,Paavai Engineering College (Autonomous),B.Tech Artificial Intelligence and Data Science,25231
283,Paavai Engineering College (Autonomous),BE Computer Science and Engineering,26086
283,Paavai Engineering College (Autonomous),BE Electronics & Communication Engineering,26121
283,Paavai Engineering College (Autonomous),MBA Finance,33
283,Paavai Engineering College (Autonomous),MBA Human Resource Management,33
283,Paavai Engineering College (Autonomous),MBA Marketing Management,33
283,Paavai Engineering College (Autonomous),MCA,4.365
284,Assam Don Bosco University - [ADBU],No data found,No data found
